INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;9;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9869;9855;9838;9822;9869;0;9819;17
9434;2020;9;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9853;9871;9868;9866;9903;24;9853;99
9434;2020;9;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9903;9924;9913;9899;9932;9;9898;16
9434;2020;9;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9929;9943;9923;9891;9948;9;9891;18
9434;2020;9;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9907;9911;9893;9878;9917;9;9874;99
9434;2020;9;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9901;9898;9884;9870;9902;1;9866;17
9434;2020;9;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9895;9896;9895;9896;9932;24;9882;3
9434;2020;9;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9932;9949;9927;9912;9951;8;9911;18
9434;2020;9;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9925;9925;9899;9877;9930;9;9876;18
9434;2020;9;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9905;9895;9871;9850;9905;0;9849;99
9434;2020;9;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9867;9865;9848;9833;9868;9;9833;99
9434;2020;9;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9866;9892;9886;9879;9912;23;9866;0
9434;2020;9;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9911;9930;9914;9899;9937;9;9899;99
9434;2020;9;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9923;9928;9907;9888;9932;9;9884;17
9434;2020;9;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9910;9917;9894;9875;9925;9;9874;17
9434;2020;9;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9893;9901;9874;9849;9902;8;9849;18
9434;2020;9;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9868;9861;9837;9824;9868;0;9823;17
9434;2020;9;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9836;9837;9835;9835;9848;99;9824;16
9434;2020;9;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9844;9843;9837;9841;9861;23;9828;15
9434;2020;9;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9859;9867;9854;9854;9871;10;9848;14
9434;2020;9;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9870;9873;9866;9858;9880;10;9853;16
9434;2020;9;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9871;9860;9840;9814;9871;0;9813;17
9434;2020;9;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9825;9825;9810;9807;9828;8;9803;15
9434;2020;9;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9825;9827;9812;9806;9828;8;9802;16
9434;2020;9;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9822;9863;9884;9904;9917;21;9822;0
9434;2020;9;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9911;9890;9856;9818;9911;0;9785;21
9434;2020;9;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9803;9841;9854;9861;9879;24;9803;0
9434;2020;9;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9876;9870;9874;9877;9897;22;9863;99
9434;2020;9;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9893;9902;9881;9864;9910;9;9861;16
9434;2020;9;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9876;9875;9842;9814;9876;99;9810;24
