INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2020;2;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;195;92;144
9434;2020;2;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;210;83;146
9434;2020;2;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;213;84;148
9434;2020;2;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;174;88;131
9434;2020;2;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;138;33;86
9434;2020;2;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;141;10;76
9434;2020;2;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;133;45;89
9434;2020;2;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;112;18;65
9434;2020;2;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;153;42;98
9434;2020;2;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;211;60;136
9434;2020;2;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;168;71;120
9434;2020;2;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;149;100;124
9434;2020;2;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;196;94;145
9434;2020;2;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;176;77;126
9434;2020;2;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;185;53;119
9434;2020;2;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;184;56;120
9434;2020;2;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;178;66;122
9434;2020;2;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;135;60;98
9434;2020;2;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;151;44;98
9434;2020;2;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;161;19;90
9434;2020;2;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;172;54;113
9434;2020;2;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;204;28;116
9434;2020;2;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;195;26;110
9434;2020;2;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;200;18;109
9434;2020;2;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;188;49;118
9434;2020;2;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;156;69;112
9434;2020;2;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;181;40;110
9434;2020;2;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;207;79;143
9434;2020;2;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;180;73;126
