INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2020;2;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;88;87;88;91;94;94;93;92;88;89;83;69;65;64;64;64;71;82;85;79;84;89;93;95;2350;63;1330
9434;2020;2;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;94;94;96;96;93;95;95;96;96;91;84;75;68;60;58;56;56;60;72;79;81;85;86;89;96;9999;56;1530
9434;2020;2;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;91;91;91;94;92;94;91;84;84;68;64;69;58;59;58;55;56;59;70;78;82;84;85;91;96;550;55;1500
9434;2020;2;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;92;93;89;75;80;82;83;81;80;72;69;61;61;63;64;56;52;53;55;57;58;58;64;63;94;20;50;1610
9434;2020;2;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;62;65;68;69;73;74;75;77;78;70;67;57;47;44;43;38;39;43;59;60;65;71;74;78;84;2359;37;1430
9434;2020;2;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;85;85;85;83;86;90;92;91;88;81;75;69;65;63;57;57;59;63;70;76;79;83;88;90;92;600;56;1430
9434;2020;2;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;89;91;92;93;95;94;94;95;93;86;84;81;72;68;64;62;63;62;68;74;80;84;87;89;96;640;60;1650
9434;2020;2;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;93;92;93;94;94;97;98;98;99;99;95;77;79;77;77;73;77;85;86;87;88;87;87;99;930;73;1600
9434;2020;2;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;91;95;96;97;97;98;98;98;99;98;96;85;78;63;61;62;63;66;69;74;79;81;83;70;100;810;60;1320
9434;2020;2;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;71;81;85;91;92;92;94;93;84;78;75;63;58;48;48;53;52;60;66;65;70;72;75;94;630;47;1430
9434;2020;2;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;82;81;85;89;87;89;90;79;77;71;66;64;62;58;60;58;63;71;69;71;71;69;71;91;620;58;9999
9434;2020;2;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;75;81;85;80;81;82;79;76;72;66;62;62;62;57;61;69;76;81;82;78;82;91;92;92;2330;57;1330
9434;2020;2;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;92;92;93;94;96;97;95;94;95;95;89;78;70;67;61;53;54;57;70;75;76;79;81;81;97;430;45;1540
9434;2020;2;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;79;78;82;85;87;85;86;84;87;82;72;63;60;57;55;50;52;53;65;73;75;77;80;84;90;640;50;1500
9434;2020;2;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;87;90;92;93;92;95;92;91;90;83;77;70;63;57;54;53;54;60;66;68;75;79;84;84;95;500;51;1510
9434;2020;2;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;87;87;90;93;95;97;96;97;99;100;86;82;76;70;60;53;56;55;62;66;73;79;82;84;100;900;53;1500
9434;2020;2;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;90;93;94;94;93;95;99;99;98;87;59;58;59;70;69;68;64;63;63;64;66;65;70;100;840;58;1140
9434;2020;2;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;72;73;72;73;73;75;76;69;55;52;46;43;42;43;42;43;46;49;51;53;56;59;63;77;630;42;9999
9434;2020;2;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;69;71;68;64;69;69;66;66;58;49;46;44;44;42;39;38;37;49;57;59;58;66;72;74;9999;36;1630
9434;2020;2;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;78;79;80;82;84;87;89;80;74;68;67;60;53;43;43;38;42;52;58;63;66;66;64;89;700;37;1610
9434;2020;2;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;70;79;77;80;83;85;82;79;69;64;60;56;50;48;47;45;47;58;65;66;68;74;76;85;540;44;1530
9434;2020;2;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;86;88;89;92;90;91;89;87;78;64;48;44;42;36;33;31;32;42;51;60;59;64;73;92;400;31;1600
9434;2020;2;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;73;75;79;80;83;88;86;89;82;75;69;58;52;46;40;38;30;37;46;50;50;52;59;68;89;9999;30;1600
9434;2020;2;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;69;71;77;78;78;81;84;89;79;73;63;52;45;38;33;32;35;34;42;41;48;52;60;64;89;650;31;1450
9434;2020;2;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;70;72;74;75;78;79;78;70;68;60;61;50;45;37;36;35;38;42;54;63;67;62;64;63;80;620;34;1320
9434;2020;2;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;63;61;61;62;65;61;59;55;51;49;44;41;39;38;39;42;47;51;56;60;63;68;70;71;2320;36;1320
9434;2020;2;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;70;71;75;83;85;86;84;84;78;68;54;49;47;41;42;40;40;43;44;51;60;63;66;66;86;500;39;1250
