INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;2;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9907;9900;9930;9935;9954;24;9892;4
9434;2020;2;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9953;9968;9965;9969;9992;23;9949;4
9434;2020;2;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9990;9992;9973;9959;9999;9;9954;17
9434;2020;2;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9967;9974;9967;9985;10005;21;9963;14
9434;2020;2;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;10002;9999;9993;9966;10013;11;9965;99
9434;2020;2;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9969;9961;9946;9930;9970;0;9926;16
9434;2020;2;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9944;9940;9934;9926;9950;10;9922;17
9434;2020;2;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9938;9940;9939;9946;9967;24;9930;15
9434;2020;2;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9966;9986;9978;9974;9998;99;9962;2
9434;2020;2;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9981;9982;9970;9964;9996;11;9952;15
9434;2020;2;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9971;9953;9955;9946;9971;0;9943;16
9434;2020;2;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9947;9945;9934;9916;9954;9;9916;99
9434;2020;2;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9921;9911;9912;9914;9940;24;9902;4
9434;2020;2;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9940;9951;9949;9939;9963;11;9934;17
9434;2020;2;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9946;9951;9948;9940;9962;99;9930;15
9434;2020;2;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9957;9955;9939;9928;9962;9;9922;16
9434;2020;2;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9946;9937;9945;9988;10023;24;9933;99
9434;2020;2;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;10023;10016;10013;10004;10028;10;9998;16
9434;2020;2;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;10024;10013;10003;9977;10028;9;9966;24
9434;2020;2;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9966;9951;9945;9946;9980;24;9935;16
9434;2020;2;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9980;9994;9995;9977;10012;9;9977;18
9434;2020;2;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9997;10007;10015;10008;10032;99;9992;4
9434;2020;2;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;10032;10038;10022;9995;10047;9;9995;18
9434;2020;2;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9999;9984;9946;9907;9999;0;9898;24
9434;2020;2;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9898;9882;9876;9863;9898;0;9856;16
9434;2020;2;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9884;9893;9896;9899;9911;21;9883;4
9434;2020;2;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9900;9882;9877;9880;9911;24;9871;14
9434;2020;2;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9911;9921;9899;9858;9927;9;9844;24
9434;2020;2;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9844;9806;9792;9785;9844;0;9779;16
