INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2018;6;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9894;9870;9859;9894;7;9858;16
9434;2018;6;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9882;9862;9838;9884;99;9834;18
9434;2018;6;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9859;9850;9831;9820;9859;0;9820;99
9434;2018;6;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9825;9825;9804;9796;9825;99;9792;17
9434;2018;6;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9820;9819;9802;9801;9824;8;9795;16
9434;2018;6;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9821;9833;9829;9839;9861;23;9819;2
9434;2018;6;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9860;9866;9846;9838;9869;8;9836;16
9434;2018;6;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9844;9840;9829;9808;9844;0;9808;18
9434;2018;6;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9825;9823;9820;9822;9849;22;9807;17
9434;2018;6;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9840;9831;9814;9798;9843;0;9798;18
9434;2018;6;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9817;9819;9812;9816;9836;99;9808;3
9434;2018;6;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9836;9832;9840;9850;9877;22;9827;5
9434;2018;6;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9875;9878;9862;9866;9880;7;9860;99
9434;2018;6;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9878;9867;9860;9854;9878;0;9851;17
9434;2018;6;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9861;9863;9850;9845;9868;22;9838;16
9434;2018;6;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9866;9871;9863;9859;9896;24;9853;16
9434;2018;6;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9896;9914;9910;9902;9925;22;9895;3
9434;2018;6;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9922;9930;9917;9906;9932;7;9903;16
9434;2018;6;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9923;9931;9901;9872;9932;8;9871;19
9434;2018;6;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9884;9895;9875;9857;9896;99;9857;18
9434;2018;6;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9881;9891;9870;9851;9891;7;9851;99
9434;2018;6;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9878;9888;9869;9857;9889;7;9855;18
9434;2018;6;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9886;9893;9871;9851;9894;8;9848;17
9434;2018;6;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9876;9884;9861;9838;9888;8;9837;99
9434;2018;6;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9855;9865;9851;9832;9867;8;9832;18
9434;2018;6;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9863;9877;9858;9834;9878;9;9834;99
9434;2018;6;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9864;9873;9841;9839;9874;99;9826;16
9434;2018;6;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9842;9844;9806;9790;9847;0;9789;18
9434;2018;6;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9815;9821;9791;9778;9824;2;9776;16
9434;2018;6;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9810;9807;9776;9759;9812;0;9755;17
