INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2019;3;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;189;62;126
9434;2019;3;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;203;85;144
9434;2019;3;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;236;37;136
9434;2019;3;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;214;101;158
9434;2019;3;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;194;73;134
9434;2019;3;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;201;101;151
9434;2019;3;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;171;80;126
9434;2019;3;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;162;61;112
9434;2019;3;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;206;44;125
9434;2019;3;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;207;72;140
9434;2019;3;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;171;75;123
9434;2019;3;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;197;29;113
9434;2019;3;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;142;77;110
9434;2019;3;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;154;74;114
9434;2019;3;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;202;75;138
9434;2019;3;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;250;46;148
9434;2019;3;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;184;68;126
9434;2019;3;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;153;62;108
9434;2019;3;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;149;68;108
9434;2019;3;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;169;59;114
9434;2019;3;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;175;44;110
9434;2019;3;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;207;17;112
9434;2019;3;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;229;48;138
9434;2019;3;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;243;58;150
9434;2019;3;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;174;94;134
9434;2019;3;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;210;77;144
9434;2019;3;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;207;53;130
9434;2019;3;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;201;63;132
9434;2019;3;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;206;43;124
9434;2019;3;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;197;49;123
9434;2019;3;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;135;59;97
