INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2019;6;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;188;178;169;160;155;149;174;193;220;237;253;269;289;305;318;324;330;330;324;305;277;251;231;215;142;145;187;177;135;1630;500
9434;2019;6;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;202;191;177;169;160;157;184;199;222;242;264;284;303;321;334;340;338;339;324;309;279;260;245;243;140;138;191;189;142;1620;430
9434;2019;6;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;235;220;214;201;188;182;193;211;225;243;257;283;301;321;314;337;331;334;316;294;267;242;223;211;155;138;193;198;175;1520;450
9434;2019;6;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;201;192;182;167;159;156;176;204;223;240;261;285;308;328;339;341;340;316;294;282;217;196;182;166;143;144;196;184;148;1540;440
9434;2019;6;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;162;158;150;147;142;135;136;139;133;143;156;137;139;170;184;197;198;197;185;184;161;150;143;143;126;126;136;129;140;1620;800
9434;2019;6;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;137;128;127;123;114;115;132;146;161;184;206;218;236;252;270;263;258;260;252;237;219;216;200;190;106;109;153;158;107;1410;400
9434;2019;6;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;180;174;167;166;167;157;130;142;167;187;205;215;224;228;236;246;252;239;239;227;207;185;175;160;141;110;130;134;130;1530;600
9434;2019;6;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;146;138;132;124;121;119;133;139;153;176;196;218;245;256;271;271;269;271;248;231;215;205;199;189;104;98;160;155;118;1620;420
9434;2019;6;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;186;182;180;174;164;160;173;189;212;229;255;270;284;299;301;316;310;313;296;228;205;185;176;170;119;127;176;186;150;1500;440
9434;2019;6;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;166;156;152;150;147;145;148;159;169;181;188;192;201;214;222;222;217;206;194;176;168;169;162;154;129;116;139;125;149;1430;2359
9434;2019;6;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;145;139;132;131;127;118;114;116;117;123;133;157;180;192;195;198;203;197;186;171;153;143;134;120;101;99;119;113;107;1440;2340
9434;2019;6;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;114;108;106;92;81;83;106;130;147;170;186;206;217;232;238;;246;247;241;233;209;196;183;167;85;95;137;137;70;1540;400
9434;2019;6;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;157;149;142;138;136;135;152;171;191;208;230;246;262;269;271;278;279;260;231;228;215;203;193;185;108;127;181;168;133;1450;450
9434;2019;6;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;187;180;173;161;152;156;160;166;172;187;182;190;225;252;274;291;295;297;294;293;266;251;191;182;97;129;176;185;144;1700;340
9434;2019;6;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;169;163;160;155;154;151;158;166;176;193;206;225;239;253;264;265;267;266;259;245;222;210;191;185;133;127;154;153;152;1720;440
9434;2019;6;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;171;165;156;150;148;135;146;161;184;206;231;249;269;287;295;314;315;304;295;292;270;255;244;220;120;120;170;163;130;1520;510
9434;2019;6;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;208;197;189;177;171;169;191;214;236;259;281;298;317;331;345;347;348;343;325;309;290;272;255;244;146;154;191;178;154;1500;430
9434;2019;6;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;235;228;224;215;206;205;210;230;242;262;287;304;326;342;353;358;360;351;326;305;274;256;235;214;158;149;191;203;177;1600;2359
9434;2019;6;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;203;191;185;178;171;169;201;219;240;264;281;291;298;305;324;323;325;323;320;307;285;255;249;241;133;145;193;193;149;1610;440
9434;2019;6;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;221;207;201;190;186;186;192;199;215;226;241;258;268;278;290;282;278;265;234;225;204;196;185;182;174;159;189;170;190;1410;2350
9434;2019;6;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;180;174;170;167;165;164;167;169;172;179;194;213;231;247;257;260;257;251;244;230;212;203;186;177;153;149;172;163;168;1420;330
9434;2019;6;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;168;163;155;149;144;142;158;169;186;204;225;251;275;294;304;320;325;317;322;299;289;269;251;237;128;130;187;194;139;1600;430
9434;2019;6;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;225;218;214;207;199;192;214;233;254;274;288;315;333;353;365;366;367;366;340;322;300;281;265;255;176;179;213;209;186;1550;500
9434;2019;6;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;247;237;230;219;210;212;222;243;255;277;284;301;322;329;326;328;319;314;307;290;268;251;241;232;164;173;190;177;199;1340;430
9434;2019;6;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;227;220;210;200;195;191;206;227;242;261;280;297;314;328;343;355;357;353;346;330;294;271;253;234;164;181;224;233;182;1540;510
9434;2019;6;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;223;218;214;210;215;221;233;252;265;287;313;329;346;358;367;367;361;354;338;318;300;284;273;262;193;194;219;207;205;1440;250
9434;2019;6;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;257;245;234;225;223;217;232;260;285;318;337;353;365;388;401;396;393;383;374;354;335;320;293;278;173;177;220;214;190;1530;510
9434;2019;6;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;261;248;238;234;225;215;229;255;279;301;335;361;385;410;419;424;424;421;411;390;362;330;319;290;172;175;208;198;195;1620;500
9434;2019;6;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;271;248;244;243;233;224;250;272;299;337;362;383;401;422;424;429;428;421;411;386;366;333;313;295;156;158;203;204;188;1520;440
9434;2019;6;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;275;268;247;230;225;216;221;236;252;273;306;338;370;395;410;419;417;410;395;366;344;322;301;285;162;180;212;212;221;1540;510
