INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2019;6;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;62;68;72;72;75;64;57;47;43;39;37;33;28;21;19;16;16;18;23;28;34;39;43;75;440;13;1730
9434;2019;6;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;47;50;57;59;59;58;53;47;38;33;32;30;26;25;23;22;23;22;23;23;28;31;36;36;61;420;21;1430
9434;2019;6;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;39;39;40;43;48;50;45;40;38;35;34;31;28;26;25;23;24;24;30;34;39;40;45;48;50;9999;23;1500
9434;2019;6;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;52;55;62;66;67;58;49;44;41;38;36;29;25;24;22;25;26;31;39;59;63;65;65;67;440;22;1450
9434;2019;6;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;71;69;70;71;81;81;85;92;82;71;82;84;67;51;46;43;44;49;48;57;63;65;64;92;800;41;1620
9434;2019;6;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;69;69;71;74;74;67;61;57;50;42;41;35;30;27;28;35;33;33;36;43;41;47;52;75;410;27;1350
9434;2019;6;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;68;71;72;73;59;79;66;58;40;33;29;28;26;25;23;20;23;24;28;32;40;47;53;80;530;19;1530
9434;2019;6;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;58;57;59;61;62;59;56;52;46;40;37;34;32;30;30;30;30;33;35;37;37;38;40;62;500;29;1430
9434;2019;6;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;40;41;41;43;47;49;46;45;39;33;27;27;27;25;23;21;21;20;31;46;53;59;61;64;64;2250;20;1700
9434;2019;6;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;64;65;64;65;65;63;57;53;48;45;44;41;39;36;35;35;36;40;44;44;43;44;47;66;150;33;1620
9434;2019;6;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;57;76;65;66;77;79;80;85;82;73;58;46;37;35;33;33;33;36;41;48;54;57;61;87;810;29;1420
