INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2019;9;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;302;202;252
9434;2019;9;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;269;168;218
9434;2019;9;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;297;145;221
9434;2019;9;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;302;166;234
9434;2019;9;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;245;161;203
9434;2019;9;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;244;143;194
9434;2019;9;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;261;137;199
9434;2019;9;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;274;141;208
9434;2019;9;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;277;127;202
9434;2019;9;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;214;143;178
9434;2019;9;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;270;158;214
9434;2019;9;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;300;150;225
9434;2019;9;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;265;159;212
9434;2019;9;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;283;150;216
9434;2019;9;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;271;164;218
9434;2019;9;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;309;188;248
9434;2019;9;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;320;175;248
9434;2019;9;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;281;197;239
9434;2019;9;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;305;187;246
9434;2019;9;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;297;185;241
9434;2019;9;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;286;186;236
9434;2019;9;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;258;175;216
9434;2019;9;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;268;145;206
9434;2019;9;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;311;152;232
9434;2019;9;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;249;166;208
9434;2019;9;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;302;140;221
9434;2019;9;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;298;158;228
9434;2019;9;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;290;165;228
9434;2019;9;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;322;157;240
9434;2019;9;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;311;180;246
