INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;3;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9813;9800;9788;9777;9813;0;9713;24
9434;2020;3;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9713;9677;9754;9808;9862;24;9640;5
9434;2020;3;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9861;9838;9768;9813;9878;24;9766;14
9434;2020;3;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9878;9871;9869;9850;9884;11;9835;24
9434;2020;3;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9835;9787;9758;9804;9835;0;9757;14
9434;2020;3;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9823;9813;9855;9886;9920;23;9806;4
9434;2020;3;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9919;9923;9926;9940;9950;23;9917;4
9434;2020;3;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9945;9938;9920;9907;9946;9;9904;17
9434;2020;3;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9932;9949;9946;9948;9961;21;9931;99
9434;2020;3;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9948;9948;9935;9927;9954;9;9922;16
9434;2020;3;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9943;9939;9920;9901;9945;9;9896;99
9434;2020;3;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9909;9901;9886;9871;9909;0;9862;16
9434;2020;3;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9898;9902;9895;9890;9911;10;9882;16
9434;2020;3;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9909;9911;9903;9882;9919;99;9881;99
9434;2020;3;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9892;9874;9834;9803;9892;0;9801;18
9434;2020;3;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9816;9825;9858;9862;9920;24;9807;3
9434;2020;3;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9920;9948;9976;9977;9993;22;9918;0
9434;2020;3;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9987;9979;9963;9944;9987;0;9942;24
9434;2020;3;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9942;9929;9911;9886;9942;0;9885;17
9434;2020;3;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9892;9890;9876;9862;9895;99;9861;17
9434;2020;3;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9862;9848;9825;9805;9862;0;9802;17
9434;2020;3;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9819;9823;9825;9827;9858;24;9816;4
9434;2020;3;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9858;9870;9875;9873;9894;24;9857;99
9434;2020;3;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9894;9897;9881;9861;9898;8;9858;17
9434;2020;3;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9865;9867;9863;9834;9874;11;9827;24
9434;2020;3;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9827;9796;9784;9796;9831;24;9779;15
9434;2020;3;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9831;9848;9842;9835;9862;24;9830;99
9434;2020;3;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9862;9881;9875;9865;9889;9;9862;99
9434;2020;3;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9883;9878;9857;9852;9884;0;9844;99
9434;2020;3;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9860;9865;9856;9849;9875;99;9844;16
9434;2020;3;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;9848;9838;9840;9839;9852;21;9834;5
