INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2018;7;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;329;189;259
9434;2018;7;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;331;190;260
9434;2018;7;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;341;213;277
9434;2018;7;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;363;209;286
9434;2018;7;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;293;192;242
9434;2018;7;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;317;182;250
9434;2018;7;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;334;199;266
9434;2018;7;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;341;203;272
9434;2018;7;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;337;190;264
9434;2018;7;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;331;211;271
9434;2018;7;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;329;199;264
9434;2018;7;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;319;195;257
9434;2018;7;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;332;201;266
9434;2018;7;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;350;209;280
9434;2018;7;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;367;208;288
9434;2018;7;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;294;206;250
9434;2018;7;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;333;178;256
9434;2018;7;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;360;207;284
9434;2018;7;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;355;181;268
9434;2018;7;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;318;190;254
9434;2018;7;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;278;177;228
9434;2018;7;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;308;191;250
9434;2018;7;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;348;195;272
9434;2018;7;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;371;220;296
9434;2018;7;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;354;216;285
9434;2018;7;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;376;218;297
9434;2018;7;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;365;221;293
9434;2018;7;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;340;224;282
9434;2018;7;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;367;204;286
9434;2018;7;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;366;220;293
9434;2018;7;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;365;237;301
