INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2020;11;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;83;81;85;88;88;87;88;84;78;71;67;55;49;47;46;44;50;60;65;69;75;75;79;90;450;43;1530
9434;2020;11;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;81;79;80;83;84;84;86;81;71;62;54;49;44;43;45;49;55;61;64;64;67;72;74;86;650;43;1400
9434;2020;11;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;73;74;73;72;72;71;73;75;75;79;81;72;70;72;67;78;82;80;73;72;70;68;66;67;83;940;65;2340
9434;2020;11;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;65;64;65;69;65;66;68;68;66;65;63;63;64;65;71;81;84;89;88;90;88;90;89;91;9999;63;1130
9434;2020;11;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;91;90;93;95;94;95;95;96;94;91;88;86;83;86;83;83;84;86;89;90;93;95;96;98;98;2300;82;1430
9434;2020;11;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;96;94;94;96;93;92;94;94;95;91;86;84;81;80;79;76;77;78;79;80;80;81;80;82;96;9999;76;1450
9434;2020;11;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;82;81;82;83;81;83;95;97;98;96;95;92;82;85;63;60;66;83;69;83;79;75;80;98;840;57;1540
9434;2020;11;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;87;97;98;99;99;99;99;100;100;91;79;72;63;57;59;65;66;72;72;79;87;89;90;100;830;54;1430
9434;2020;11;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;91;92;93;94;96;95;97;97;97;92;86;84;76;72;68;64;65;75;83;85;85;85;88;90;99;750;61;1510
9434;2020;11;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;89;88;91;92;94;92;85;83;76;71;69;66;66;60;59;59;69;77;80;79;85;90;93;94;500;58;1510
9434;2020;11;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;93;95;98;99;99;100;100;100;100;100;99;97;93;93;92;93;95;96;96;96;97;98;99;100;9999;89;1520
9434;2020;11;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;99;99;96;97;96;96;95;93;92;92;90;89;87;86;86;85;89;90;91;90;92;92;93;94;99;30;84;1440
9434;2020;11;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;95;95;96;97;96;96;96;95;92;93;92;89;88;86;87;86;91;92;92;94;95;95;96;98;2350;86;9999
9434;2020;11;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;99;99;99;100;100;100;100;100;100;100;98;95;94;87;84;88;91;93;96;96;96;96;97;97;100;9999;84;1350
9434;2020;11;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;99;99;99;100;100;100;100;100;100;100;100;100;89;80;76;78;83;82;68;70;68;69;67;76;100;9999;66;2030
9434;2020;11;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;85;88;88;87;81;80;79;80;77;74;68;64;61;57;58;58;59;60;63;64;70;69;72;70;89;130;54;1320
9434;2020;11;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;73;74;79;76;90;88;91;92;89;82;76;70;64;57;53;50;50;64;70;75;83;85;87;88;92;9999;48;1540
9434;2020;11;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;87;87;88;90;92;87;95;95;91;86;79;76;70;69;66;65;68;73;83;85;89;90;91;90;97;650;64;1450
9434;2020;11;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;92;93;93;92;94;94;94;94;84;79;77;71;67;63;58;59;60;66;68;69;69;73;77;71;95;120;56;1530
9434;2020;11;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;64;63;64;67;64;63;63;64;63;59;50;46;37;32;32;34;34;36;43;43;43;46;48;67;400;32;1430
9434;2020;11;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;64;63;64;69;67;74;76;76;62;62;54;46;41;40;36;38;47;58;64;68;69;76;75;80;2359;35;1440
9434;2020;11;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;78;84;84;83;85;86;86;85;82;74;68;60;53;50;49;51;59;72;73;76;77;80;84;88;720;48;1440
9434;2020;11;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;86;87;90;89;91;90;96;91;81;75;66;58;55;50;49;52;60;71;75;77;80;82;88;96;9999;49;9999
9434;2020;11;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;87;87;89;89;92;94;93;94;91;86;79;73;69;63;59;56;59;66;76;82;85;86;83;86;94;9999;56;1500
9434;2020;11;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;88;89;89;92;94;93;93;92;94;95;93;88;83;76;73;74;76;80;81;81;84;85;91;89;95;9999;72;1330
9434;2020;11;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;92;91;97;96;97;98;99;98;96;93;88;82;87;90;89;91;94;94;94;94;96;96;95;99;9999;82;1200
9434;2020;11;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;96;96;95;96;96;97;98;97;98;95;94;91;87;90;87;86;85;82;82;82;82;87;90;88;;;;
9434;2020;11;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;91;92;94;96;97;94;94;97;96;88;82;79;68;62;60;64;69;73;76;75;81;84;86;98;450;59;1420
9434;2020;11;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;89;88;88;90;92;92;93;94;95;89;82;71;66;60;59;58;60;67;76;82;85;87;90;92;95;750;58;9999
9434;2020;11;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;94;94;94;94;95;94;97;97;92;88;76;74;68;64;66;73;79;84;87;87;91;91;93;97;9999;64;1350
