INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;11;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9940;9944;9927;9916;9951;9;9911;99
9434;2020;11;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9920;9919;9907;9912;9929;99;9901;15
9434;2020;11;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9929;9951;9969;9969;9976;11;9926;1
9434;2020;11;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9959;9932;9932;9937;9963;23;9929;14
9434;2020;11;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9958;9961;9955;9940;9975;99;9933;23
9434;2020;11;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9935;9933;9909;9895;9938;9;9875;24
9434;2020;11;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9875;9858;9873;9899;9925;24;9838;5
9434;2020;11;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9925;9929;9915;9911;9936;10;9907;16
9434;2020;11;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9914;9918;9915;9928;9941;24;9906;3
9434;2020;11;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9940;9953;9958;9958;9973;24;9940;99
9434;2020;11;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9973;9962;9938;9931;;;;
9434;2020;11;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9942;9937;9930;9924;9947;11;9919;15
9434;2020;11;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9925;9917;9915;9914;9931;11;9908;16
9434;2020;11;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9922;9911;9905;9899;9923;0;9896;17
9434;2020;11;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9897;9892;9873;9871;9897;99;9868;14
9434;2020;11;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9893;9926;9936;9944;9963;22;9893;0
9434;2020;11;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9961;9962;9959;9957;9975;10;9951;15
9434;2020;11;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9969;9971;9965;9967;9992;24;9961;14
9434;2020;11;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9992;10004;10001;10018;10027;23;9989;2
9434;2020;11;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;10012;10007;9986;9982;10025;1;9976;16
9434;2020;11;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9985;9986;9987;9982;10001;11;9975;3
9434;2020;11;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9988;9988;9974;9972;9998;9;9963;16
9434;2020;11;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9983;9987;9974;9965;9997;10;9961;16
9434;2020;11;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9963;9943;9913;9896;9963;0;9891;24
9434;2020;11;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9891;9880;9858;9849;9891;0;9846;15
9434;2020;11;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9855;9856;9848;9850;9866;11;9846;99
9434;2020;11;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9855;9833;9810;9794;9855;0;9781;24
9434;2020;11;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9781;9768;9770;9792;9823;24;9761;5
9434;2020;11;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9822;9850;9866;9876;9905;23;9822;0
9434;2020;11;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9904;9928;9930;9930;9942;23;9904;0
