INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2021;1;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;92;90;91;91;89;88;88;88;84;83;77;66;60;56;53;50;57;65;80;82;73;77;80;76;92;0;50;1500
9434;2021;1;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;73;80;82;71;76;75;81;84;80;74;71;52;42;40;42;45;50;54;64;68;66;68;67;84;750;40;1330
9434;2021;1;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;70;73;80;79;80;79;83;81;80;68;68;60;56;56;56;56;64;65;66;72;70;87;88;89;9999;52;1510
9434;2021;1;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;88;89;93;94;96;94;96;97;91;77;50;45;49;54;;63;74;80;76;73;81;81;79;97;750;44;1210
9434;2021;1;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;82;82;79;81;83;80;73;77;78;62;60;60;62;63;61;63;71;75;77;76;78;79;78;86;530;58;1110
9434;2021;1;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;83;84;83;82;82;88;93;92;84;77;70;62;59;56;55;56;62;72;74;75;83;84;88;93;700;53;1420
9434;2021;1;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;89;88;90;89;90;90;92;92;92;90;87;84;80;77;77;78;79;77;82;81;81;84;86;87;92;9999;76;1250
9434;2021;1;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;81;80;77;83;85;80;82;85;76;70;69;65;64;62;63;64;70;73;73;73;76;89;95;97;2320;61;1520
9434;2021;1;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;96;96;96;96;97;98;98;100;99;99;98;97;97;98;98;98;98;99;98;99;100;100;99;98;100;9999;96;9999
9434;2021;1;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;98;99;99;99;98;96;96;92;88;87;83;83;80;80;79;79;78;77;79;78;79;79;77;77;99;9999;76;2150
9434;2021;1;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;78;79;81;80;80;77;75;75;75;73;71;67;63;56;56;60;68;68;68;70;73;77;80;82;84;2310;56;1330
9434;2021;1;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;81;78;78;76;75;79;74;75;72;71;69;73;70;67;66;69;77;73;75;75;75;72;72;83;20;66;9999
9434;2021;1;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;77;75;75;77;75;75;77;76;77;76;69;64;64;61;61;61;63;70;72;74;75;74;75;77;80;920;60;1320
9434;2021;1;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;77;77;78;81;80;79;76;76;74;69;68;66;64;61;60;61;60;64;68;71;78;81;82;84;86;2250;58;1620
9434;2021;1;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;82;83;83;72;68;70;71;72;70;67;67;60;58;56;55;57;63;66;66;65;67;67;66;85;150;55;1500
9434;2021;1;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;69;69;66;71;73;72;74;71;69;65;58;48;41;33;32;33;36;44;39;43;41;48;49;74;640;31;1420
9434;2021;1;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;45;44;48;54;52;49;59;68;53;52;45;44;37;47;50;55;59;63;69;74;76;79;81;79;83;2350;37;1200
9434;2021;1;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;84;85;89;88;90;87;87;86;82;75;66;62;59;56;56;52;59;69;66;66;72;83;87;91;450;52;1600
9434;2021;1;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;87;90;91;91;92;92;93;90;90;97;91;84;75;69;65;65;69;81;89;91;90;91;95;97;1000;64;1610
9434;2021;1;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;95;95;99;99;100;100;99;98;98;97;97;96;90;87;83;80;84;89;91;90;92;92;93;95;100;430;77;1420
9434;2021;1;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;95;96;96;97;98;99;99;98;100;96;72;63;56;57;55;58;55;58;61;61;65;70;65;67;100;9999;55;9999
9434;2021;1;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;73;69;77;80;80;87;69;61;59;60;69;67;72;59;60;63;66;66;73;71;73;76;83;87;600;57;1340
