INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2021;1;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;53;55;49;48;45;44;40;39;40;43;53;72;79;84;90;91;86;77;55;46;48;41;33;33;48;32;51;42;17;1520;2359
9434;2021;1;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;24;26;15;9;22;22;32;31;30;38;51;58;62;62;64;62;55;45;42;36;33;32;30;29;13;20;22;13;-1;9999;310
9434;2021;1;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;28;20;16;15;13;17;19;13;17;27;50;59;73;85;86;88;82;64;47;45;33;46;36;34;7;4;52;25;5;1340;400
9434;2021;1;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;29;20;15;5;2;7;-4;-11;-9;11;39;73;80;83;70;;58;52;42;42;41;26;22;19;23;-13;44;30;-29;1310;720
9434;2021;1;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;13;12;6;14;1;0;7;19;17;16;42;51;59;65;66;73;67;50;39;36;40;27;22;24;2;4;39;24;-13;1430;530
9434;2021;1;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;17;8;4;2;0;0;-18;-26;-25;-4;18;34;48;56;62;64;65;52;26;20;14;-2;-10;-17;6;-29;29;10;-46;1540;720
9434;2021;1;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;-20;-21;-21;-20;-26;-28;-30;-28;-28;-21;-15;-4;4;8;10;11;14;14;7;6;2;-8;-15;-16;-25;-31;-4;-2;-44;1630;530
9434;2021;1;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;-7;-9;-9;-6;-21;-27;-16;-21;-26;-7;4;9;17;21;30;31;30;24;19;16;16;16;10;4;-16;-29;1;4;-35;1500;440
9434;2021;1;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;-1;-2;-2;-2;-2;-2;-2;-2;-1;1;2;1;1;1;2;2;2;2;2;2;2;3;4;-2;-2;0;1;-4;2330;520
9434;2021;1;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;4;3;3;5;6;10;11;13;17;18;25;29;33;34;33;29;27;25;22;20;19;18;15;12;3;9;22;10;1;1230;130
9434;2021;1;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;4;-2;-7;-8;-8;5;6;8;8;15;24;34;43;48;50;50;40;34;31;23;17;11;4;-2;-7;-5;20;12;-14;1330;240
9434;2021;1;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;-2;-5;0;2;7;12;8;12;13;35;37;43;50;58;61;65;60;44;52;45;44;47;53;52;-11;-2;38;35;-24;1510;140
9434;2021;1;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;41;46;44;45;50;51;48;50;51;56;83;99;104;110;112;110;106;87;79;73;68;68;62;56;27;35;78;59;33;1400;0
9434;2021;1;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;56;54;46;48;45;51;48;47;62;73;91;97;102;108;107;106;94;87;85;75;76;75;74;43;33;71;63;35;1340;500
9434;2021;1;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;77;73;67;75;79;73;72;76;85;92;94;103;112;115;119;112;99;86;85;82;79;77;77;63;52;77;61;58;1500;250
