INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2021;1;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9779;9773;9767;9775;9788;23;9762;14
9434;2021;1;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9784;9777;9791;9814;9822;20;9775;99
9434;2021;1;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9820;9818;9813;9809;9830;10;9804;16
9434;2021;1;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9812;9800;9780;9792;9812;0;9780;99
9434;2021;1;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9804;9810;9804;9810;9823;99;9799;15
9434;2021;1;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9823;9836;9838;9844;9854;10;9821;1
9434;2021;1;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9845;9846;9838;9844;9859;10;9835;13
9434;2021;1;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9847;9840;9830;9815;9852;10;9810;24
9434;2021;1;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9810;9788;9771;9787;9810;0;9769;14
9434;2021;1;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9801;9810;9836;9856;9883;23;9800;1
9434;2021;1;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9887;9908;9930;9953;24;9878;5
9434;2021;1;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9953;9962;9964;9967;9980;10;9951;4
9434;2021;1;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9970;9976;9970;9971;9988;10;9966;14
9434;2021;1;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9969;9958;9946;9947;9969;0;9935;15
9434;2021;1;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9953;9957;9946;9955;9971;11;9942;99
9434;2021;1;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9942;9955;9952;9960;9974;23;9939;3
9434;2021;1;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9972;9967;9959;9959;9980;10;9952;99
9434;2021;1;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9966;9964;9957;9952;9975;10;9948;15
9434;2021;1;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9965;9949;9922;9901;9965;0;9877;24
9434;2021;1;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9877;9843;9797;9785;9877;0;9781;17
9434;2021;1;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9792;9809;9803;9791;9815;9;9768;24
9434;2021;1;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9768;9712;9754;9798;9822;23;9695;5
9434;2021;1;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9821;9804;9788;9741;9822;0;9695;23
9434;2021;1;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9710;9788;9814;9814;9824;11;9710;0
9434;2021;1;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9810;9785;9798;9831;9890;24;9784;8
9434;2021;1;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9889;9911;9919;9917;9932;11;9888;0
9434;2021;1;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9920;9914;9920;9925;9936;23;9908;3
9434;2021;1;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9934;9911;9906;9892;9934;0;9886;24
9434;2021;1;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9890;9883;9877;9866;9893;11;9837;24
9434;2021;1;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9837;9790;9766;9775;9837;0;9754;15
9434;2021;1;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;9777;9789;9778;9763;9804;10;9738;23
