INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2018;5;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9848;9849;9839;9828;9852;9;9827;17
9434;2018;5;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9841;9837;9822;9827;9844;22;9815;15
9434;2018;5;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9841;9849;9845;9842;9860;21;9833;4
9434;2018;5;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9857;9845;9835;9845;9874;99;9832;15
9434;2018;5;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9872;9873;9859;9856;9883;24;9849;15
9434;2018;5;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9882;9887;9862;9848;9888;6;9845;16
9434;2018;5;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9863;9866;9847;9826;9868;9;9823;18
9434;2018;5;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9835;9826;9809;9807;9835;0;9800;15
9434;2018;5;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9826;9821;9800;9792;9827;99;9787;17
9434;2018;5;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9827;9863;9863;9866;9891;23;9825;0
9434;2018;5;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9886;9882;9850;9836;9886;0;9832;99
9434;2018;5;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9839;9832;9819;9848;9898;24;9816;14
9434;2018;5;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9898;9904;9890;9886;9908;8;9882;99
9434;2018;5;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9902;9894;9881;9886;9905;24;9870;16
9434;2018;5;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9903;9901;9879;9870;9903;0;9867;17
9434;2018;5;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9890;9889;9868;9845;9890;0;9843;17
9434;2018;5;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9868;9870;9845;9833;9872;8;9828;17
9434;2018;5;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9867;9877;9862;9851;9880;99;9847;16
9434;2018;5;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9872;9879;9856;9842;9882;8;9833;17
9434;2018;5;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9866;9865;9836;9820;9866;0;9812;16
9434;2018;5;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9827;9822;9796;9807;9830;22;9789;14
9434;2018;5;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9827;9842;9834;9829;9862;24;9823;1
9434;2018;5;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9862;9876;9855;9859;9877;99;9842;15
9434;2018;5;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9866;9868;9844;9822;9870;1;9819;17
9434;2018;5;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9845;9850;9817;9801;9855;5;9799;17
9434;2018;5;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9829;9825;9820;9821;9842;22;9812;14
9434;2018;5;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9838;9840;9815;9807;9840;99;9804;15
9434;2018;5;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9836;9835;9823;9833;9851;23;9817;14
9434;2018;5;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9849;9848;9831;9810;9849;0;9810;99
9434;2018;5;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9836;9834;9822;9830;9851;24;9822;13
9434;2018;5;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;9851;9870;9868;9859;9882;22;9851;0
