INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2018;10;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;58;60;63;60;60;60;57;51;43;44;41;36;32;33;34;36;38;45;44;48;52;52;54;63;250;32;1300
9434;2018;10;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;54;53;53;54;55;55;54;53;45;39;29;26;23;20;18;20;25;29;33;36;39;40;43;55;530;18;1450
9434;2018;10;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;44;46;45;49;51;50;48;50;46;43;41;36;34;32;30;30;29;30;32;36;41;47;49;53;55;2350;29;9999
9434;2018;10;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;55;59;60;61;64;68;70;69;64;59;53;47;40;37;32;32;34;30;33;40;46;51;56;66;71;2350;30;9999
9434;2018;10;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;74;77;81;82;85;83;83;79;75;66;57;51;44;40;36;36;36;40;45;54;59;70;76;86;520;33;1440
9434;2018;10;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;78;82;85;87;88;89;89;82;72;69;61;55;50;47;45;44;43;47;47;56;56;53;53;90;530;42;1630
9434;2018;10;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;52;53;53;49;53;57;56;56;57;52;50;47;42;40;41;43;52;52;55;57;58;60;58;58;61;2359;40;1240
9434;2018;10;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;63;74;72;76;79;81;80;75;67;62;53;48;43;40;39;38;38;43;47;52;59;62;65;81;600;37;1520
9434;2018;10;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;69;70;73;75;78;77;84;82;79;73;65;60;52;46;44;41;45;54;60;64;63;60;71;87;2340;40;1620
9434;2018;10;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;85;88;90;91;90;91;91;90;85;83;81;79;73;68;61;53;55;56;65;64;75;78;81;86;92;240;51;1530
9434;2018;10;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;91;92;94;95;95;92;94;91;82;72;65;56;63;49;51;55;57;58;58;57;59;67;72;96;440;49;1400
9434;2018;10;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;73;77;82;81;90;92;88;78;63;63;58;56;50;46;44;42;47;51;57;57;64;65;72;92;540;42;1600
9434;2018;10;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;77;84;87;89;90;90;91;90;87;80;71;65;61;54;49;51;54;59;64;69;73;76;79;92;750;48;1520
9434;2018;10;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;83;85;86;88;90;90;86;78;77;66;69;73;73;77;81;90;93;92;91;88;86;86;84;94;1620;66;1000
9434;2018;10;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;81;78;78;82;77;79;75;63;61;53;50;41;42;42;43;39;40;50;52;54;59;60;71;84;0;35;1650
9434;2018;10;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;86;88;83;84;85;86;86;76;69;67;63;51;47;44;43;41;46;53;59;58;67;72;71;89;210;41;9999
9434;2018;10;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;72;78;82;80;87;87;83;82;82;75;71;64;55;50;46;45;40;47;52;58;62;70;72;73;88;410;40;1600
9434;2018;10;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;78;79;80;84;84;86;87;87;83;76;70;65;60;55;52;53;60;79;84;92;94;95;93;91;95;9999;50;1420
9434;2018;10;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;87;87;87;84;85;87;93;94;96;95;94;89;78;83;85;81;74;78;81;84;85;92;90;94;96;800;74;1600
9434;2018;10;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;95;96;97;97;96;97;97;96;94;92;86;77;73;66;59;60;61;67;73;76;80;82;86;89;97;9999;57;1430
9434;2018;10;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;89;92;92;93;93;94;96;98;98;92;82;75;69;58;56;52;47;58;70;77;77;72;72;72;99;740;47;1600
9434;2018;10;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;79;80;83;84;85;80;79;73;66;58;53;48;42;38;35;35;36;40;38;49;57;63;65;85;430;34;1520
9434;2018;10;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;68;70;72;72;77;77;74;67;58;55;47;41;40;38;37;40;43;51;52;54;58;60;65;77;530;37;9999
9434;2018;10;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;69;72;74;75;76;72;67;62;59;54;45;39;36;33;31;33;35;39;47;50;55;56;59;76;440;30;1520
9434;2018;10;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;60;58;57;57;61;60;58;58;52;48;45;42;40;39;37;38;36;40;53;53;61;62;67;72;74;2359;36;9999
9434;2018;10;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;77;80;84;86;84;85;88;87;78;70;62;54;53;48;52;52;54;54;53;62;64;66;67;88;700;48;1400
9434;2018;10;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;81;77;83;86;84;79;78;71;66;60;58;52;53;52;47;52;52;59;59;57;62;64;64;89;430;43;1440
9434;2018;10;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;67;68;69;66;63;63;62;58;49;46;43;45;52;46;38;39;47;52;64;70;72;73;73;74;2140;34;1520
9434;2018;10;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;72;70;71;70;66;81;85;82;73;62;57;55;53;56;58;60;78;67;69;65;56;61;59;62;85;600;53;1200
9434;2018;10;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;70;76;82;80;84;83;84;79;73;67;64;58;52;56;51;51;63;69;70;76;82;88;93;95;2350;51;1530
9434;2018;10;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;95;96;97;97;96;98;98;98;98;97;97;96;95;94;93;93;91;94;94;93;95;96;93;95;98;9999;89;1640
