INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2020;4;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;109;48;78
9434;2020;4;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;157;79;118
9434;2020;4;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;164;55;110
9434;2020;4;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;203;42;122
9434;2020;4;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;190;67;128
9434;2020;4;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;172;101;136
9434;2020;4;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;173;117;145
9434;2020;4;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;214;102;158
9434;2020;4;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;226;84;155
9434;2020;4;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;198;118;158
9434;2020;4;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;220;124;172
9434;2020;4;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;216;115;166
9434;2020;4;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;207;90;148
9434;2020;4;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;222;101;162
9434;2020;4;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;173;100;136
9434;2020;4;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;231;123;177
9434;2020;4;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;228;123;176
9434;2020;4;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;244;143;194
9434;2020;4;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;207;141;174
9434;2020;4;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;211;131;171
9434;2020;4;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;143;119;131
9434;2020;4;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;204;112;158
9434;2020;4;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;225;99;162
9434;2020;4;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;248;147;198
9434;2020;4;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;249;118;184
9434;2020;4;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;236;142;189
9434;2020;4;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;235;132;184
9434;2020;4;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;227;94;160
9434;2020;4;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;246;87;166
9434;2020;4;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;240;154;197
