INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;P77;P24;PHT07;PHT13;PHT18;PHT24;PMAX10;PMAX20;PMAX30;PMAX60;PMAX2H;PMAX6H;PMAX12H;PINTMAX;PHINT;DIR;VEL;PDUR;PH01;PH02;PH03;PH04;PH05;PH06;PH07;PH08;PH09;PH10;PH11;PH12;PH13;PH14;PH15;PH16;PH17;PH18;PH19;PH20;PH21;PH22;PH23;PH24;Lluvia;Nieve;Granizo;Tormenta;Niebla;Rocio;Escarcha;NieveSuelo;Neblina;Calima;VientoFuerte;Polvareda;MetPrecNoEspec;Otros
9434;2020;4;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;122;168;46;98;24;0;10;16;20;36;54;128;168;60;548;31;12;926;0;0;0;2;0;16;28;14;16;22;20;14;12;12;10;2;0;0;0;0;0;0;0;0;1;;;;;;;;1;;;;;
9434;2020;4;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;6;6;-3;6;-3;0;2;2;2;2;4;6;6;12;9999;;;44;-3;0;-3;-3;-3;-3;0;-3;2;2;-3;-3;2;-3;0;-3;0;0;0;0;0;0;0;0;1;;;;;;;;1;;;;;
9434;2020;4;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;22;24;2;2;16;4;6;8;10;16;16;16;20;36;1440;9;7;147;0;-3;2;0;0;0;0;2;0;0;0;0;0;4;12;0;0;0;0;0;0;-3;4;0;1;;;;;;;;;;;;;
9434;2020;4;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;6;6;-3;6;0;0;4;4;6;6;6;6;6;24;744;10;9;37;0;0;0;0;0;0;-3;4;2;0;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;1;;;;;
9434;2020;4;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;42;38;0;0;12;26;4;6;6;12;16;34;38;24;1908;12;6;434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;6;8;6;2;2;2;1;;;;;;;;;;;;;
9434;2020;4;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;4;4;0;0;0;2;4;4;4;4;4;4;12;9999;;;30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;;;;;;;;;;
9434;2020;4;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;-3;-3;0;-3;0;0;-3;-3;-3;-3;-3;-3;-3;-3;;;;;0;0;0;0;0;0;0;-3;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;
9434;2020;4;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;8;8;0;-3;6;2;2;2;2;4;6;6;8;12;9999;;;119;0;0;0;0;0;0;0;0;0;0;-3;-3;-3;-3;4;2;0;0;0;-3;2;-3;0;0;1;;;;;;;;;;;;;
9434;2020;4;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;6;6;0;0;0;6;4;4;6;6;6;6;6;24;2134;10;5;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;-3;0;1;;;;;;;;;;1;;;
9434;2020;4;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;28;26;4;0;0;22;6;8;10;12;12;22;22;36;1952;12;21;219;0;0;4;0;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;8;4;0;2;8;5;;;;;;;;;;;;;
9434;2020;4;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;6;6;0;0;0;2;2;2;4;4;6;6;12;9999;;;42;4;0;-3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;
9434;2020;4;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;42;42;0;14;28;-3;4;6;8;12;18;38;42;24;9999;;;633;0;0;0;0;0;0;0;0;0;0;2;6;6;10;6;6;4;2;-3;-3;0;0;0;0;1;;;;;;;;;;1;;;
9434;2020;4;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;;;
9434;2020;4;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;10;6;0;0;6;0;4;6;6;6;6;6;6;24;1654;21;19;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;5;;;;;;;;;;;;;
9434;2020;4;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;4;4;0;0;0;2;2;4;4;4;4;4;12;9999;;;20;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;
9434;2020;4;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;46;46;0;0;42;4;12;20;24;26;40;44;46;72;1618;29;24;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;24;16;2;-3;0;-3;2;0;1;;;1;;;;;;;;;;
9434;2020;4;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;4;4;-3;4;0;-3;2;2;2;2;4;4;4;12;9999;;;16;0;0;0;0;-3;-3;-3;0;2;2;0;0;0;0;0;0;0;0;0;0;-3;0;0;0;1;;;1;;;;;;;;;;R
9434;2020;4;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;6;6;0;6;0;0;6;6;6;6;6;6;6;36;1014;28;20;8;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;
9434;2020;4;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2020;4;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;-3;-3;-3;-3;0;0;-3;-3;-3;-3;-3;-3;-3;-3;;;;;0;0;0;0;0;0;-3;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;1;;;
