INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2019;8;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;348;213;280
9434;2019;8;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;343;201;272
9434;2019;8;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;372;200;286
9434;2019;8;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;384;221;302
9434;2019;8;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;375;214;294
9434;2019;8;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;380;220;300
9434;2019;8;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;319;225;272
9434;2019;8;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;391;222;306
9434;2019;8;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;399;233;316
9434;2019;8;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;322;213;268
9434;2019;8;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;314;196;255
9434;2019;8;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;265;175;220
9434;2019;8;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;272;172;222
9434;2019;8;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;329;154;242
9434;2019;8;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;308;203;256
9434;2019;8;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;346;172;259
9434;2019;8;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;381;215;298
9434;2019;8;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;384;212;298
9434;2019;8;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;271;170;220
9434;2019;8;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;266;158;212
9434;2019;8;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;280;176;228
9434;2019;8;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;309;176;242
9434;2019;8;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;336;156;246
9434;2019;8;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;349;186;268
9434;2019;8;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;350;192;271
9434;2019;8;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;315;189;252
9434;2019;8;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;295;186;240
9434;2019;8;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;324;181;252
9434;2019;8;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;347;202;274
9434;2019;8;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;359;213;286
9434;2019;8;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;368;201;284
