INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2019;1;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;2;-2;-6;-8;-14;-14;-13;-16;-13;-11;-7;1;12;37;58;65;54;22;15;15;14;9;-2;-9;2;-16;33;14;-16;1450;9999
9434;2019;1;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;19;37;39;39;36;35;31;32;39;58;75;91;101;112;117;116;107;92;77;66;52;47;42;38;19;25;74;54;-2;1400;0
9434;2019;1;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;35;33;29;26;22;17;14;-8;-13;12;24;46;57;71;85;88;75;50;33;18;5;-1;-6;-14;20;-15;44;16;-43;1440;2359
9434;2019;1;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;-24;-28;-29;-37;-30;-24;-26;-26;-31;-31;-26;-18;0;26;49;53;37;11;-1;-12;-6;-5;-11;-10;-30;-26;15;-7;-53;1440;300
9434;2019;1;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;-11;-14;-15;-19;-20;-23;-38;-47;-48;-35;-11;43;84;113;136;148;142;125;113;93;94;86;87;76;-12;-49;57;56;-51;1510;800
9434;2019;1;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;60;58;55;51;48;44;40;45;61;82;100;116;128;135;137;129;110;99;90;77;67;55;60;27;7;59;45;22;9999;650
9434;2019;1;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;52;50;42;38;35;29;31;30;31;40;55;71;82;93;98;96;84;69;57;50;45;41;40;41;24;16;54;35;20;1350;500
9434;2019;1;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;41;29;34;32;26;27;25;28;36;54;71;83;95;101;106;105;97;84;78;75;70;72;74;75;25;17;67;56;8;1410;440
9434;2019;1;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;77;75;80;79;79;77;81;84;97;109;116;119;120;119;112;102;88;78;73;69;65;62;59;61;62;74;47;45;1230;2359
9434;2019;1;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;51;51;50;49;44;41;36;31;41;51;59;66;72;71;69;61;49;42;35;31;27;25;23;31;12;32;6;11;1330;2350
