INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2019;1;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;-16;24
9434;2019;1;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;117;19;68
9434;2019;1;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;-24;34
9434;2019;1;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;55;-37;9
9434;2019;1;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;149;-49;50
9434;2019;1;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;137;39;88
9434;2019;1;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;99;29;64
9434;2019;1;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;107;23;65
9434;2019;1;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;123;54;88
9434;2019;1;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;20;47
9434;2019;1;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;14;48
9434;2019;1;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;111;40;76
9434;2019;1;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;129;65;97
9434;2019;1;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;144;77;110
9434;2019;1;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;139;32;86
9434;2019;1;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;48;9;28
9434;2019;1;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;101;-1;50
9434;2019;1;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;31;62
9434;2019;1;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;115;13;64
9434;2019;1;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;110;38;74
9434;2019;1;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;98;39;68
9434;2019;1;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;78;32;55
9434;2019;1;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;115;46;80
9434;2019;1;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;48;65
9434;2019;1;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;134;50;92
9434;2019;1;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;142;59;100
9434;2019;1;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;128;33;80
9434;2019;1;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;122;52;87
9434;2019;1;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;124;45;84
9434;2019;1;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;115;51;83
9434;2019;1;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;164;52;108
