INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2018;2;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9866;9825;9797;9784;9866;0;9778;15
9434;2018;2;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9782;9790;9798;9828;9855;24;9778;5
9434;2018;2;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9855;9858;9840;9825;9863;8;9815;24
9434;2018;2;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9815;9805;9805;9796;9815;0;9795;17
9434;2018;2;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9796;9773;9770;9785;9797;21;9770;99
9434;2018;2;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9794;9793;9797;9799;9817;99;9785;3
9434;2018;2;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9817;9826;9852;9868;9887;24;9814;3
9434;2018;2;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9886;9893;9878;9879;9894;99;9869;16
9434;2018;2;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9894;9884;9876;9882;9915;24;9868;99
9434;2018;2;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9915;9908;9900;9890;9917;9;9878;17
9434;2018;2;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9893;9881;9867;9867;9894;0;9857;15
9434;2018;2;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9884;9882;9879;9891;9909;24;9873;14
9434;2018;2;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9909;9879;9855;9855;9910;0;9842;15
9434;2018;2;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9864;9858;9857;9867;9889;24;9852;5
9434;2018;2;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9889;9918;9921;9926;9938;22;9889;0
9434;2018;2;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9937;9934;9919;9904;9942;10;9899;16
9434;2018;2;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9905;9909;9931;9937;9944;99;9900;99
9434;2018;2;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9943;9935;9916;9908;9943;99;9896;24
9434;2018;2;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9896;9877;9868;9862;9896;0;9853;15
9434;2018;2;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9854;9852;9851;9841;9864;11;9820;24
9434;2018;2;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9825;9803;9794;9798;9832;1;9785;15
9434;2018;2;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9803;9782;9764;9763;9804;0;9753;16
9434;2018;2;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9781;9774;9764;9761;9782;0;9754;16
9434;2018;2;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9778;9783;9779;9779;9802;24;9769;15
9434;2018;2;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9802;9814;9803;9788;9820;8;9786;18
9434;2018;2;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9797;9792;9770;9751;9798;99;9746;17
9434;2018;2;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9784;9782;9770;9766;9786;1;9758;16
9434;2018;2;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9761;9697;9683;9643;9761;0;9636;21
