INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2018;2;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;98;99;98;100;99;99;98;98;95;84;85;81;75;66;59;58;68;72;71;71;74;75;76;77;100;9999;55;1440
9434;2018;2;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;82;82;82;84;85;86;83;80;75;64;56;46;36;40;45;36;54;63;67;73;72;74;78;88;540;34;1230
9434;2018;2;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;78;79;82;75;73;72;70;72;66;65;54;57;50;52;49;51;53;68;78;84;88;88;85;88;89;9999;48;1410
9434;2018;2;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;86;86;90;89;90;88;89;87;84;85;91;91;92;93;92;91;92;95;94;95;95;95;95;96;2359;83;910
9434;2018;2;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;97;96;96;96;97;99;99;98;99;99;98;95;96;91;90;91;94;98;95;95;97;97;93;94;100;710;84;1830
9434;2018;2;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;89;85;83;79;77;80;76;73;73;64;60;57;49;52;52;55;60;61;64;65;69;72;72;93;0;49;1310
9434;2018;2;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;76;76;75;80;80;79;76;73;71;64;54;51;49;47;45;43;45;50;57;65;73;72;75;71;80;330;43;9999
9434;2018;2;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;74;72;75;74;77;81;82;79;74;69;65;54;48;50;50;55;58;62;66;69;73;75;81;83;2330;45;1440
9434;2018;2;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;82;84;83;86;85;90;91;89;80;73;54;55;54;51;52;58;72;76;82;82;77;82;84;92;650;50;1420
9434;2018;2;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;76;78;78;79;78;80;80;75;76;70;65;64;51;50;51;53;56;57;64;69;75;78;78;82;82;9999;49;1320
