INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2018;2;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;17;18;7;11;12;11;15;12;26;65;73;82;88;93;95;103;78;69;64;61;53;48;45;40;16;11;67;44;7;1500;220
9434;2018;2;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;35;35;35;36;32;32;29;29;30;40;58;69;82;87;90;87;83;70;59;51;46;46;46;40;24;19;37;34;24;1420;540
9434;2018;2;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;38;40;31;39;43;45;48;50;55;66;82;80;100;100;105;112;107;94;80;76;66;65;73;70;25;32;61;64;27;1520;200
9434;2018;2;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;65;66;60;57;55;54;51;51;55;57;57;56;55;56;54;54;50;47;46;42;39;37;37;57;44;50;44;37;140;2359
9434;2018;2;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;37;39;37;37;34;34;35;36;39;40;43;47;50;53;56;56;50;46;46;45;42;41;42;40;35;35;47;43;35;1441;420
9434;2018;2;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;40;42;43;43;42;40;35;32;32;36;41;41;44;56;59;60;58;54;50;46;42;36;31;30;36;18;22;25;21;1520;2350
9434;2018;2;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;28;24;26;23;22;20;23;23;26;37;49;57;66;69;73;74;67;57;45;38;30;32;26;23;14;8;31;18;14;1440;2359
9434;2018;2;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;19;16;15;9;17;15;13;20;29;39;47;53;71;80;73;75;70;61;52;44;39;31;23;9;3;10;41;27;-1;1310;340
9434;2018;2;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;11;8;5;6;-5;-11;-18;-19;-9;8;31;58;65;71;74;77;79;65;71;69;61;59;55;46;1;-23;38;54;-33;1530;650
9434;2018;2;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;43;43;40;41;36;34;40;44;57;66;75;80;88;96;94;89;82;70;68;65;62;63;55;35;25;50;45;23;1410;610
9434;2018;2;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;64;68;69;68;71;70;68;74;84;105;122;128;143;159;162;157;131;111;109;107;101;97;91;47;56;103;102;54;1420;0
9434;2018;2;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;80;78;75;73;69;65;61;61;63;68;84;91;95;101;102;90;79;67;57;47;42;37;28;72;44;52;36;23;1440;2320
9434;2018;2;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;29;24;17;7;-6;-9;-10;-6;9;10;23;41;73;74;84;84;87;85;73;65;59;56;56;50;10;-14;42;47;-24;1540;600
9434;2018;2;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;50;53;52;45;31;26;27;36;60;66;97;111;135;131;121;111;111;121;122;110;98;92;79;34;24;99;103;13;1320;620
9434;2018;2;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;60;54;45;34;43;44;38;52;66;98;127;160;177;190;196;195;180;154;141;133;125;118;112;68;37;137;127;29;1520;420
9434;2018;2;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;100;93;89;92;91;92;90;85;83;89;105;137;153;170;176;173;171;164;150;138;131;123;115;109;91;82;137;124;76;1350;740
