INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;7;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9816;9819;9805;9809;9845;23;9795;16
9434;2020;7;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9844;9858;9847;9855;9896;99;9837;15
9434;2020;7;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9896;9912;9904;9892;9927;23;9891;17
9434;2020;7;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9924;9932;9916;9894;9934;8;9893;17
9434;2020;7;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9920;9916;9891;9863;9920;0;9863;18
9434;2020;7;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9887;9897;9883;9879;9897;7;9872;16
9434;2020;7;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9884;9888;9864;9843;9889;6;9842;99
9434;2020;7;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9867;9879;9856;9843;9894;10;9836;15
9434;2020;7;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9859;9871;9868;9841;9878;8;9837;17
9434;2020;7;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9864;9872;9854;9848;9889;99;9840;15
9434;2020;7;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9889;9899;9881;9855;9901;8;9855;18
9434;2020;7;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9871;9889;9879;9869;9914;10;9865;12
9434;2020;7;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9895;9910;9889;9873;9911;7;9873;99
9434;2020;7;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9897;9891;9862;9848;9897;0;9844;17
9434;2020;7;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9884;9896;9885;9886;9902;23;9879;17
9434;2020;7;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9899;9910;9889;9868;9912;8;9867;18
9434;2020;7;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9883;9892;9870;9856;9893;8;9854;17
9434;2020;7;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9876;9878;9851;9826;9880;8;9825;18
9434;2020;7;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9851;9857;9837;9812;9859;8;9812;99
9434;2020;7;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9847;9861;9847;9837;9874;99;9828;17
9434;2020;7;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9874;9888;9868;9852;9892;8;9840;17
9434;2020;7;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9887;9895;9870;9853;9907;9;9851;19
9434;2020;7;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9865;9873;9848;9822;9874;7;9821;17
9434;2020;7;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9853;9867;9853;9836;9873;23;9835;17
9434;2020;7;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9871;9873;9844;9810;9873;7;9810;18
9434;2020;7;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9845;9867;9856;9828;9872;8;9828;18
9434;2020;7;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9852;9867;9841;9806;9868;7;9801;10
9434;2020;7;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9844;9862;9847;9833;9864;8;9830;18
9434;2020;7;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9863;9875;9857;9830;9880;8;9828;17
9434;2020;7;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9845;9862;9837;9845;9868;20;9820;99
9434;2020;7;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;9850;9857;9839;9824;9859;8;9823;18
