INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2020;7;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;76;81;82;84;87;85;76;70;66;61;54;51;44;37;35;33;36;44;51;52;51;57;60;62;87;400;32;1440
9434;2020;7;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;62;61;61;63;66;69;68;62;57;51;47;45;43;38;36;36;39;48;45;56;57;58;60;60;69;450;35;1430
9434;2020;7;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;62;62;63;65;66;63;58;52;48;42;38;36;32;30;31;32;34;34;37;40;44;49;52;66;9999;29;1410
9434;2020;7;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;50;53;54;57;67;63;58;52;45;38;31;26;22;18;20;20;21;21;24;29;34;30;28;68;510;17;1340
9434;2020;7;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;34;39;50;52;53;50;44;41;36;36;32;29;27;26;25;23;22;24;26;31;36;44;47;49;53;350;19;1550
9434;2020;7;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;51;55;59;59;61;63;62;58;54;50;46;43;40;38;36;38;41;45;48;52;51;52;52;63;550;35;1440
9434;2020;7;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;55;55;57;59;60;60;59;55;53;47;43;35;29;26;24;23;19;17;17;20;27;34;41;47;61;450;16;1710
9434;2020;7;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;58;59;63;67;67;62;56;53;51;45;39;40;29;28;28;28;29;31;32;36;39;43;44;69;420;26;1340
9434;2020;7;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;71;70;71;68;64;74;73;70;60;59;54;47;43;36;30;26;23;21;24;30;61;66;67;76;620;21;1800
9434;2020;7;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;72;75;70;77;81;80;77;71;64;57;54;51;46;43;38;35;37;40;44;50;54;57;60;64;81;340;34;1510
9434;2020;7;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;64;65;68;68;66;63;60;54;49;49;45;42;40;37;36;34;34;35;37;43;46;51;55;68;330;34;1630
9434;2020;7;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;60;64;66;67;66;67;66;62;56;57;75;70;60;50;47;41;47;44;48;49;48;49;58;79;1120;40;1550
9434;2020;7;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;64;70;72;73;73;68;58;51;49;45;40;36;31;28;28;29;29;27;32;35;38;43;38;73;430;25;1810
9434;2020;7;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;41;43;46;51;54;56;54;54;51;45;42;38;35;34;29;27;27;23;28;31;30;33;39;46;56;500;23;1700
9434;2020;7;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;45;54;54;54;51;52;52;52;52;53;50;47;43;38;36;37;36;34;37;39;40;41;46;53;56;2359;34;1640
9434;2020;7;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;59;60;61;63;63;62;59;56;50;45;43;40;37;35;31;33;35;36;44;51;55;58;64;67;2350;31;1450
9434;2020;7;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;68;69;68;69;70;68;63;57;54;47;42;37;35;33;32;34;35;38;44;51;55;58;58;70;450;31;1420
9434;2020;7;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;58;62;63;65;67;65;61;56;51;46;42;38;29;24;21;21;20;21;22;29;33;38;42;68;410;19;1620
9434;2020;7;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;47;52;60;64;69;67;63;63;66;63;55;50;40;33;29;20;19;18;19;23;43;50;54;61;69;400;15;1520
9434;2020;7;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;67;68;67;68;71;68;62;57;52;47;43;42;40;34;32;30;32;37;44;47;53;52;55;71;9999;28;1520
9434;2020;7;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;59;62;65;68;72;65;66;63;57;51;45;38;35;31;31;30;29;32;31;40;60;62;61;73;530;29;9999
9434;2020;7;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;62;64;72;75;74;77;62;62;56;47;40;34;31;27;25;20;24;26;26;29;33;30;40;77;9999;19;1530
9434;2020;7;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;38;56;60;72;75;77;75;71;66;59;50;43;33;28;22;19;21;28;34;35;37;43;49;50;78;510;18;1450
9434;2020;7;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;47;44;48;49;50;56;56;52;48;44;39;35;32;30;28;26;26;29;31;34;38;43;51;55;58;2359;26;1530
9434;2020;7;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;59;63;65;66;69;67;63;52;47;45;40;29;22;19;20;19;19;18;20;25;27;40;54;69;500;17;1820
9434;2020;7;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;60;61;60;61;59;58;58;54;50;45;43;40;37;34;33;31;30;28;24;33;38;40;51;61;64;2350;23;1750
9434;2020;7;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;67;67;65;67;70;70;67;63;59;50;40;35;26;23;22;22;23;27;33;38;43;46;44;72;530;21;1510
9434;2020;7;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;58;58;56;57;58;58;58;57;54;50;46;41;39;37;34;34;37;39;45;50;53;61;63;65;2350;33;1530
9434;2020;7;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;68;68;67;67;67;70;68;62;58;53;48;44;39;33;28;27;27;30;32;35;38;41;45;73;540;26;1630
9434;2020;7;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;48;50;52;56;56;61;61;54;50;45;38;28;27;23;24;20;16;16;27;47;56;56;50;52;62;530;15;1640
9434;2020;7;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;61;68;68;70;71;60;52;48;40;35;29;24;20;17;18;18;18;20;20;27;37;42;41;73;430;17;1400
