INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;TMAX;TMIN;TMED
9434;2019;12;1;ZARAGOZA/AEROPUERTO;249;100152;413938;131;48;90
9434;2019;12;2;ZARAGOZA/AEROPUERTO;249;100152;413938;133;42;88
9434;2019;12;3;ZARAGOZA/AEROPUERTO;249;100152;413938;88;34;61
9434;2019;12;4;ZARAGOZA/AEROPUERTO;249;100152;413938;94;45;70
9434;2019;12;5;ZARAGOZA/AEROPUERTO;249;100152;413938;120;73;96
9434;2019;12;6;ZARAGOZA/AEROPUERTO;249;100152;413938;150;57;104
9434;2019;12;7;ZARAGOZA/AEROPUERTO;249;100152;413938;137;25;81
9434;2019;12;8;ZARAGOZA/AEROPUERTO;249;100152;413938;103;31;67
9434;2019;12;9;ZARAGOZA/AEROPUERTO;249;100152;413938;138;62;100
9434;2019;12;10;ZARAGOZA/AEROPUERTO;249;100152;413938;157;71;114
9434;2019;12;11;ZARAGOZA/AEROPUERTO;249;100152;413938;111;39;75
9434;2019;12;12;ZARAGOZA/AEROPUERTO;249;100152;413938;131;47;89
9434;2019;12;13;ZARAGOZA/AEROPUERTO;249;100152;413938;172;87;130
9434;2019;12;14;ZARAGOZA/AEROPUERTO;249;100152;413938;168;80;124
9434;2019;12;15;ZARAGOZA/AEROPUERTO;249;100152;413938;168;86;127
9434;2019;12;16;ZARAGOZA/AEROPUERTO;249;100152;413938;124;68;96
9434;2019;12;17;ZARAGOZA/AEROPUERTO;249;100152;413938;165;102;134
9434;2019;12;18;ZARAGOZA/AEROPUERTO;249;100152;413938;167;70;118
9434;2019;12;19;ZARAGOZA/AEROPUERTO;249;100152;413938;137;61;99
9434;2019;12;20;ZARAGOZA/AEROPUERTO;249;100152;413938;193;115;154
9434;2019;12;21;ZARAGOZA/AEROPUERTO;249;100152;413938;170;94;132
9434;2019;12;22;ZARAGOZA/AEROPUERTO;249;100152;413938;178;106;142
9434;2019;12;23;ZARAGOZA/AEROPUERTO;249;100152;413938;148;64;106
9434;2019;12;24;ZARAGOZA/AEROPUERTO;249;100152;413938;157;49;103
9434;2019;12;25;ZARAGOZA/AEROPUERTO;249;100152;413938;154;36;95
9434;2019;12;26;ZARAGOZA/AEROPUERTO;249;100152;413938;147;44;96
9434;2019;12;27;ZARAGOZA/AEROPUERTO;249;100152;413938;119;16;68
9434;2019;12;28;ZARAGOZA/AEROPUERTO;249;100152;413938;43;0;22
9434;2019;12;29;ZARAGOZA/AEROPUERTO;249;100152;413938;23;7;15
9434;2019;12;30;ZARAGOZA/AEROPUERTO;249;100152;413938;34;13;24
9434;2019;12;31;ZARAGOZA/AEROPUERTO;249;100152;413938;32;16;24
