INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2018;4;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;67;67;69;76;78;78;72;64;53;47;41;37;37;36;33;35;37;39;43;46;48;48;46;78;530;33;1500
9434;2018;4;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;51;55;61;65;66;67;62;58;54;56;54;53;44;39;30;30;30;31;35;41;43;42;48;49;68;520;28;1510
9434;2018;4;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;56;61;64;65;67;71;73;66;61;61;51;31;30;26;24;23;22;25;25;28;31;33;41;73;700;22;1640
9434;2018;4;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;49;52;49;51;55;53;57;51;45;41;39;38;37;38;37;45;48;38;40;44;49;51;52;54;64;2359;35;1140
9434;2018;4;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;68;71;72;73;74;78;76;70;62;48;43;40;35;36;36;37;35;36;41;50;53;51;54;79;630;34;1310
9434;2018;4;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;61;63;66;68;75;78;73;62;55;49;40;42;39;38;49;65;47;47;48;59;56;60;69;78;550;38;9999
9434;2018;4;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;69;70;67;69;71;74;69;65;61;62;59;58;60;63;65;64;90;95;95;94;96;95;95;96;9999;57;1130
9434;2018;4;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;96;96;94;92;92;95;92;89;85;79;73;66;57;57;54;51;54;75;71;70;77;78;80;83;96;30;48;1450
9434;2018;4;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;88;88;89;91;92;93;95;89;92;80;62;53;42;39;34;36;40;60;68;71;80;77;76;79;95;540;32;1450
9434;2018;4;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;75;81;78;87;86;83;77;75;71;78;84;86;88;90;92;92;91;92;92;94;93;93;95;96;2330;71;830
9434;2018;4;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;96;95;94;95;97;97;96;95;97;97;95;95;93;87;90;92;94;94;96;95;96;96;95;95;98;430;86;640
9434;2018;4;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;93;92;92;91;89;92;89;86;77;77;59;54;51;57;48;51;53;46;52;56;64;62;62;94;120;46;1800
9434;2018;4;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;69;78;88;92;93;92;89;91;72;72;52;46;44;44;47;56;54;63;69;57;70;73;80;94;440;41;1310
9434;2018;4;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;85;87;89;90;91;91;91;88;78;68;66;61;51;40;44;45;43;45;60;64;69;77;80;92;430;40;1400
9434;2018;4;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;88;89;88;88;86;87;82;73;67;59;56;46;44;43;43;47;48;52;59;62;70;72;77;90;120;42;1520
9434;2018;4;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;82;81;91;96;93;94;91;87;78;74;72;69;63;60;55;54;51;52;54;62;70;74;75;78;96;300;51;9999
9434;2018;4;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;77;81;86;88;89;91;89;83;80;68;63;53;39;40;37;29;29;25;28;45;58;59;63;70;91;450;25;9999
9434;2018;4;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;73;77;78;75;78;81;84;77;72;67;59;54;51;47;33;33;35;34;36;45;53;55;65;66;84;540;32;1340
9434;2018;4;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;69;72;74;76;76;77;73;64;57;51;49;48;47;46;43;42;39;44;51;55;61;64;71;78;520;39;1700
