INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;P77;P24;PHT07;PHT13;PHT18;PHT24;PMAX10;PMAX20;PMAX30;PMAX60;PMAX2H;PMAX6H;PMAX12H;PINTMAX;PHINT;DIR;VEL;PDUR;PH01;PH02;PH03;PH04;PH05;PH06;PH07;PH08;PH09;PH10;PH11;PH12;PH13;PH14;PH15;PH16;PH17;PH18;PH19;PH20;PH21;PH22;PH23;PH24;Lluvia;Nieve;Granizo;Tormenta;Niebla;Rocio;Escarcha;NieveSuelo;Neblina;Calima;VientoFuerte;Polvareda;MetPrecNoEspec;Otros
9434;2018;9;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;8;8;0;-3;0;8;4;6;6;8;8;8;8;24;9999;;;104;0;0;0;0;0;0;0;0;-3;0;0;0;0;0;0;0;0;0;0;-3;-3;2;6;0;5;;;1;;;;;;;;;;
9434;2018;9;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;-3;-3;0;0;0;-3;-3;-3;-3;-3;-3;-3;-3;-3;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;-3;0;0;5;;;;;;;;;;;;;
9434;2018;9;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;108;108;0;0;-3;108;56;80;84;84;86;108;108;336;2008;27;23;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;22;0;84;2;0;0;1;;;1;;;;;;;1;;;
9434;2018;9;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;32;18;0;0;0;18;18;18;18;18;18;18;18;108;2356;29;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;;;;;;;;;;;;;
9434;2018;9;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;14;14;0;0;0;14;14;14;14;14;14;14;84;4;30;18;14;14;0;0;0;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;1;;;;;;;;;;
9434;2018;9;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;30;6;0;6;0;0;2;4;4;6;6;6;6;12;9999;;;3;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;
9434;2018;9;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;2;26;24;2;0;0;8;12;16;22;24;24;26;48;654;32;5;13;2;0;0;0;0;0;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;1;;;;;;;;;;
9434;2018;9;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;;;
9434;2018;9;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;
9434;2018;9;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9434;2018;9;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;;;
9434;2018;9;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;;;
9434;2018;9;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;;;
