INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2018;9;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;64;67;69;69;70;73;71;67;60;54;50;45;40;36;34;28;29;30;32;36;39;46;49;73;600;28;1600
9434;2018;9;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;53;59;62;64;63;64;63;60;57;55;54;53;47;40;34;29;30;27;31;38;41;45;46;56;65;520;27;1700
9434;2018;9;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;46;47;52;61;65;59;62;61;58;66;61;58;55;51;45;43;48;48;50;54;53;46;74;80;85;2250;40;1510
9434;2018;9;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;61;62;61;57;60;59;56;55;47;44;45;44;38;37;37;39;38;40;40;46;54;66;66;71;2359;34;1720
9434;2018;9;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;74;76;76;76;75;76;76;73;67;64;58;53;51;46;44;47;53;71;86;82;92;94;91;94;9999;37;1540
9434;2018;9;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;91;90;90;89;86;86;83;80;69;63;55;49;45;41;43;40;40;45;51;58;62;65;66;91;40;38;1420
9434;2018;9;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;69;70;69;71;73;77;77;72;63;60;54;49;46;43;41;40;37;40;41;45;55;56;59;63;78;530;37;1600
9434;2018;9;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;66;66;67;72;77;82;78;67;67;65;63;56;50;43;43;43;44;46;51;54;61;67;69;86;2359;39;1520
9434;2018;9;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;86;84;87;87;91;89;88;84;76;67;65;57;51;45;45;49;52;57;62;66;64;67;67;91;450;44;1430
9434;2018;9;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;73;73;75;76;77;78;75;70;69;62;59;55;51;47;45;44;45;50;54;59;60;63;68;78;9999;42;1610
9434;2018;9;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;70;70;72;74;75;76;74;73;73;76;84;79;72;68;59;59;55;51;55;60;68;71;79;81;85;940;51;1650
