INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2018;9;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9894;9901;9882;9856;9905;9;9856;18
9434;2018;9;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9880;9851;9825;9882;9;9824;17
9434;2018;9;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9836;9846;9820;9795;9852;8;9795;18
9434;2018;9;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9833;9839;9823;9807;9842;99;9803;17
9434;2018;9;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9841;9853;9835;9828;9858;8;9808;17
9434;2018;9;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9844;9852;9847;9841;9869;23;9832;15
9434;2018;9;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9868;9876;9863;9853;9882;10;9849;17
9434;2018;9;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9877;9886;9873;9858;9894;24;9855;16
9434;2018;9;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9894;9905;9892;9887;9920;24;9876;16
9434;2018;9;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9919;9934;9935;9920;9945;10;9913;1
9434;2018;9;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9939;9949;9942;9918;9955;9;9917;19
9434;2018;9;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9928;9925;9920;9895;9935;10;9894;18
9434;2018;9;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9903;9907;9896;9878;9911;9;9877;16
9434;2018;9;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9899;9900;9888;9874;9906;10;9870;17
9434;2018;9;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9904;9918;9905;9889;9921;9;9888;99
9434;2018;9;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9910;9912;9892;9880;9914;9;9877;16
9434;2018;9;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9895;9900;9871;9849;9901;99;9844;16
9434;2018;9;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9861;9869;9857;9856;9890;22;9849;15
9434;2018;9;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9889;9907;9900;9886;9917;9;9884;16
9434;2018;9;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9902;9909;9879;9856;9909;99;9856;18
9434;2018;9;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9864;9882;9880;9887;9926;24;9863;99
9434;2018;9;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9926;9930;9921;9911;9939;9;9908;17
9434;2018;9;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9931;9930;9913;9898;9941;23;9895;16
9434;2018;9;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9940;9946;9941;9926;9960;10;9918;16
9434;2018;9;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9956;9964;9953;9947;9973;9;9940;16
9434;2018;9;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9970;9992;9984;9977;10002;99;9970;0
9434;2018;9;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;10002;9993;9962;9934;10002;0;9932;24
9434;2018;9;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9932;9917;9892;9867;9932;0;9867;18
9434;2018;9;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9878;9874;9852;9848;9878;99;9840;16
9434;2018;9;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9874;9887;9874;9869;9903;99;9863;16
