INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2019;10;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;70;72;69;74;76;79;78;85;77;64;53;42;42;43;39;38;41;44;48;53;59;64;64;88;740;36;1540
9434;2019;10;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;67;66;70;65;70;67;65;57;51;47;47;44;43;45;44;45;50;55;59;62;68;68;68;71;310;41;1320
9434;2019;10;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;68;68;66;64;62;63;61;56;57;54;50;44;36;31;24;29;31;35;40;38;48;47;46;69;140;24;1500
9434;2019;10;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;46;45;54;59;57;58;61;60;58;57;55;53;50;45;42;40;39;43;48;51;56;61;63;66;68;2340;38;1450
9434;2019;10;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;67;67;69;68;72;75;72;65;61;56;52;46;42;36;33;33;33;38;41;50;52;57;61;76;610;33;9999
9434;2019;10;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;66;68;69;70;73;72;68;63;57;50;50;49;49;48;46;46;46;51;59;58;63;65;65;73;500;45;1650
9434;2019;10;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;62;63;64;64;67;63;65;65;58;51;42;38;35;33;31;30;27;31;32;30;31;30;31;29;67;350;27;1600
9434;2019;10;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;29;30;30;37;35;35;43;45;41;38;25;27;20;21;23;28;30;34;36;39;43;48;52;55;63;2359;16;1210
9434;2019;10;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;70;75;78;79;78;78;78;71;66;58;55;51;46;42;40;41;42;45;49;50;56;55;59;79;400;40;1440
9434;2019;10;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;61;58;62;63;63;70;70;65;57;52;46;41;35;32;33;33;36;41;44;46;56;61;57;71;630;31;1330
9434;2019;10;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;70;68;73;73;74;76;79;78;75;73;64;59;51;49;45;48;50;55;63;67;75;79;81;83;2350;45;1450
9434;2019;10;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;83;84;84;84;85;87;87;87;80;74;68;56;51;48;40;37;46;52;58;63;67;71;72;76;88;520;36;1450
