INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2018;3;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;98;99;100;100;100;100;100;100;100;100;97;94;91;89;85;85;85;85;88;92;72;78;57;59;100;9999;53;2340
9434;2018;3;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;53;51;54;52;59;57;66;57;51;50;51;52;53;52;55;57;65;85;91;92;91;92;92;93;2359;48;910
9434;2018;3;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;93;94;94;97;93;66;69;74;70;60;55;52;52;48;45;40;38;42;48;52;55;55;59;64;97;300;36;1510
9434;2018;3;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;66;62;66;66;71;71;77;80;70;64;62;60;56;53;49;48;47;46;53;58;66;67;67;73;83;720;45;1350
9434;2018;3;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;76;76;76;75;87;95;94;96;97;95;90;81;70;57;56;46;52;56;65;81;95;93;91;91;97;730;45;1420
9434;2018;3;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;90;88;86;86;81;73;67;65;58;60;55;46;47;45;70;47;45;44;53;57;56;58;67;74;;;;
9434;2018;3;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;79;82;83;85;85;88;84;69;66;58;51;33;31;34;33;35;35;42;47;48;54;55;64;88;600;29;1230
9434;2018;3;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;65;67;65;69;69;59;68;65;62;59;54;49;48;46;47;47;52;58;62;63;67;71;73;74;9999;46;9999
9434;2018;3;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;74;74;76;81;82;84;86;75;72;70;69;57;58;59;74;79;80;83;85;88;90;90;88;91;2030;56;1230
9434;2018;3;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;88;88;89;91;90;89;90;89;84;83;80;78;62;78;78;85;80;85;89;87;90;89;82;76;91;300;59;1210
9434;2018;3;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;79;73;72;78;83;82;78;73;68;63;58;56;50;43;39;40;42;45;50;54;55;57;56;60;83;400;35;1340
9434;2018;3;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;59;60;65;67;65;66;66;69;67;62;57;60;48;49;59;45;45;45;62;56;57;58;64;72;830;39;1740
9434;2018;3;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;65;69;69;81;85;86;90;89;84;77;76;73;64;59;54;54;57;64;70;74;79;81;84;90;700;53;1540
9434;2018;3;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;88;90;88;89;91;93;91;89;83;75;74;72;72;76;69;70;72;74;73;84;83;84;83;94;550;65;1630
9434;2018;3;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;87;90;89;91;91;92;91;74;63;52;48;33;33;36;37;45;46;56;61;60;64;66;67;93;430;30;1320
9434;2018;3;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;65;65;66;61;61;64;63;57;54;51;47;43;36;36;42;43;46;51;58;59;61;62;64;71;0;36;1330
9434;2018;3;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;64;63;61;62;58;60;61;59;61;58;59;74;68;82;69;64;68;79;82;79;79;80;82;83;2350;56;1010
9434;2018;3;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;86;87;84;82;78;78;73;70;68;61;56;48;43;39;42;41;53;57;64;70;70;71;71;88;130;39;9999
9434;2018;3;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;78;77;80;83;78;87;84;60;47;46;44;45;67;64;90;85;79;68;69;72;75;86;84;90;1500;43;1130
9434;2018;3;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;79;74;71;70;69;66;69;70;69;69;56;54;46;47;56;45;49;44;55;64;59;59;61;56;79;0;44;1700
9434;2018;3;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;46;48;52;53;53;57;54;54;51;48;46;38;31;30;31;29;32;35;37;44;47;48;52;53;57;450;28;1510
9434;2018;3;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;55;55;55;61;60;65;65;65;59;49;43;43;38;34;34;33;31;31;37;42;47;49;53;56;67;610;31;1630
9434;2018;3;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;58;58;54;56;54;53;56;58;51;41;39;38;46;47;48;44;52;56;60;66;74;75;77;88;2359;38;9999
9434;2018;3;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;88;90;92;86;87;84;78;74;68;68;56;49;41;40;41;37;36;41;45;51;54;54;63;65;94;210;35;1540
9434;2018;3;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;69;70;69;73;74;74;76;70;62;57;54;48;51;48;45;43;46;49;52;59;63;70;70;69;78;630;41;1530
9434;2018;3;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;70;71;69;64;69;68;70;68;61;56;49;46;45;39;41;42;45;50;57;61;62;66;68;74;230;38;1410
9434;2018;3;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;71;71;74;75;72;73;74;64;60;55;50;49;50;51;46;47;50;51;56;61;64;71;72;76;2350;45;1520
9434;2018;3;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;77;79;82;82;88;88;86;78;71;63;48;36;31;28;29;32;34;36;46;47;49;62;67;88;530;27;1350
9434;2018;3;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;69;72;74;70;72;77;73;66;62;57;46;42;42;37;34;35;32;39;44;47;50;34;40;77;600;31;1550
9434;2018;3;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;42;44;43;43;48;50;53;51;43;39;36;32;28;25;21;24;21;23;25;32;35;33;35;43;69;2350;17;1510
9434;2018;3;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;55;50;52;54;54;52;50;42;38;40;35;35;32;28;26;25;37;41;46;49;55;58;63;68;0;25;9999
