INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2020;8;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;49;54;60;63;67;68;69;67;62;56;53;47;44;41;40;38;38;40;42;45;50;56;62;63;70;520;38;1530
9434;2020;8;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;65;67;69;68;68;67;64;58;55;49;45;41;39;39;38;40;42;44;46;49;52;56;57;69;300;37;1410
9434;2020;8;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;56;58;61;63;63;58;56;52;48;43;38;35;34;36;33;33;35;37;40;46;49;50;52;63;430;33;1530
9434;2020;8;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;56;58;60;59;61;62;58;54;51;48;43;38;35;32;29;27;27;29;34;41;46;51;53;62;530;25;1620
9434;2020;8;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;56;56;59;62;64;60;60;54;50;46;36;32;26;24;18;14;13;16;22;24;25;36;36;64;430;12;1640
9434;2020;8;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;40;41;43;47;64;75;76;68;68;63;56;49;40;28;26;21;21;22;22;26;34;37;46;50;77;550;20;1610
9434;2020;8;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;57;59;57;58;62;60;51;41;37;34;33;27;24;22;19;21;22;21;19;35;41;43;43;64;530;18;1850
9434;2020;8;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;45;46;51;54;57;57;60;59;55;48;42;32;29;27;23;22;22;23;31;21;21;37;37;41;60;600;15;1910
9434;2020;8;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;44;45;43;47;63;64;67;60;52;40;37;34;30;27;25;23;21;20;28;33;32;36;40;42;67;550;19;1650
9434;2020;8;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;49;44;48;54;57;54;57;56;49;51;44;40;47;37;35;26;35;37;39;43;46;56;64;67;69;2359;25;1450
9434;2020;8;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;69;69;70;68;69;69;72;64;58;52;47;50;45;47;40;43;35;36;44;41;45;54;60;57;72;550;30;1640
9434;2020;8;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;73;85;83;82;82;84;73;60;56;53;51;29;33;30;26;28;29;29;42;45;46;48;51;85;200;26;1430
9434;2020;8;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;50;59;65;71;68;68;66;61;54;46;41;37;34;32;30;29;29;29;34;38;43;48;53;60;71;300;27;1430
9434;2020;8;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;64;64;64;66;67;66;64;62;57;51;44;41;37;36;29;30;24;40;42;47;49;49;57;67;9999;24;9999
9434;2020;8;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;75;80;83;85;87;87;81;72;63;53;47;38;34;30;28;27;26;27;52;52;54;63;65;87;530;15;1820
9434;2020;8;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;67;68;68;67;65;63;56;50;47;44;37;32;30;28;28;26;27;27;30;32;36;37;44;68;230;25;1550
9434;2020;8;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;54;57;60;62;62;63;62;63;56;47;34;30;24;25;27;28;26;27;32;38;44;52;57;60;65;610;23;1220
9434;2020;8;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;60;63;69;70;68;68;68;68;63;59;58;52;51;47;42;40;42;43;48;52;51;52;54;70;400;40;1600
9434;2020;8;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;65;66;67;69;69;68;62;55;47;42;37;32;29;27;26;25;25;31;33;37;44;52;59;70;320;24;1510
9434;2020;8;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;67;67;69;71;74;79;78;72;64;57;45;35;30;27;22;23;22;28;30;35;39;43;46;52;80;510;21;1540
9434;2020;8;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;61;63;67;71;75;73;68;64;54;43;38;29;23;24;22;23;23;21;44;51;56;59;64;75;440;21;9999
9434;2020;8;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;61;60;66;68;67;68;65;61;55;48;42;34;32;32;29;30;30;32;37;40;45;50;59;70;320;29;1450
9434;2020;8;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;62;63;64;63;62;64;61;55;48;42;38;37;34;32;29;29;28;33;36;45;51;56;58;64;9999;25;1550
9434;2020;8;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;59;60;60;63;64;65;62;56;53;47;45;42;37;34;32;30;28;29;32;35;36;39;42;65;550;28;9999
9434;2020;8;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;45;52;61;54;65;67;62;60;52;44;39;33;31;26;19;19;19;20;22;24;28;31;40;45;69;520;17;1410
9434;2020;8;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;49;50;52;57;59;61;61;61;60;56;49;42;39;37;32;31;29;28;33;34;38;44;50;53;61;9999;28;9999
9434;2020;8;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;55;59;61;66;65;68;66;64;63;57;50;45;41;34;28;28;24;25;28;32;33;48;57;61;68;450;21;1550
9434;2020;8;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;63;65;63;68;71;71;67;62;57;58;52;48;46;43;44;42;45;49;53;54;56;55;56;71;530;42;9999
9434;2020;8;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;57;58;59;60;59;61;63;59;49;47;41;38;34;33;32;34;42;47;49;52;59;65;63;65;2200;32;9999
9434;2020;8;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;58;58;60;60;61;62;58;54;49;46;42;40;40;40;38;36;37;38;46;49;52;53;56;63;530;35;1520
9434;2020;8;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;59;61;64;70;70;71;70;59;51;38;40;33;30;27;25;21;17;20;22;24;27;30;33;72;540;10;1620
