INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2018;12;1;ZARAGOZA/AEROPUERTO;249;100152;413938;9933;9919;9910;9906;9933;0;9901;16
9434;2018;12;2;ZARAGOZA/AEROPUERTO;249;100152;413938;9908;9914;9899;9900;9919;10;9891;15
9434;2018;12;3;ZARAGOZA/AEROPUERTO;249;100152;413938;9915;9914;9913;9923;9935;24;9910;4
9434;2018;12;4;ZARAGOZA/AEROPUERTO;249;100152;413938;9934;9940;9930;9926;9950;10;9920;15
9434;2018;12;5;ZARAGOZA/AEROPUERTO;249;100152;413938;9942;9953;9951;9942;9967;23;9938;16
9434;2018;12;6;ZARAGOZA/AEROPUERTO;249;100152;413938;9966;9971;9968;9972;9987;11;9964;1
9434;2018;12;7;ZARAGOZA/AEROPUERTO;249;100152;413938;9976;9966;9941;9952;9978;10;9933;14
9434;2018;12;8;ZARAGOZA/AEROPUERTO;249;100152;413938;9968;9980;9981;9974;9997;10;9965;0
9434;2018;12;9;ZARAGOZA/AEROPUERTO;249;100152;413938;9984;9986;9979;9995;10016;23;9973;4
9434;2018;12;10;ZARAGOZA/AEROPUERTO;249;100152;413938;10014;10003;9977;9961;10015;0;9955;24
9434;2018;12;11;ZARAGOZA/AEROPUERTO;249;100152;413938;9955;9930;9911;9901;9955;0;9897;24
9434;2018;12;12;ZARAGOZA/AEROPUERTO;249;100152;413938;9897;9906;9880;9866;9911;10;9831;24
9434;2018;12;13;ZARAGOZA/AEROPUERTO;249;100152;413938;9831;9781;9744;9768;9831;0;9743;13
9434;2018;12;14;ZARAGOZA/AEROPUERTO;249;100152;413938;9816;9857;9891;9913;9927;24;9816;0
9434;2018;12;15;ZARAGOZA/AEROPUERTO;249;100152;413938;9927;9926;9911;9904;9934;10;9892;24
9434;2018;12;16;ZARAGOZA/AEROPUERTO;249;100152;413938;9893;9867;9853;9879;9943;24;9850;13
9434;2018;12;17;ZARAGOZA/AEROPUERTO;249;100152;413938;9943;9979;9985;9982;9995;10;9943;0
9434;2018;12;18;ZARAGOZA/AEROPUERTO;249;100152;413938;9973;9947;9911;9912;9976;1;9903;24
9434;2018;12;19;ZARAGOZA/AEROPUERTO;249;100152;413938;9903;9901;9902;9912;9924;99;9888;5
9434;2018;12;20;ZARAGOZA/AEROPUERTO;249;100152;413938;9924;9940;9948;9960;9983;23;9923;1
9434;2018;12;21;ZARAGOZA/AEROPUERTO;249;100152;413938;9981;9993;9985;9989;10000;10;9977;1
9434;2018;12;22;ZARAGOZA/AEROPUERTO;249;100152;413938;9996;10003;9999;9996;10018;10;9993;16
9434;2018;12;23;ZARAGOZA/AEROPUERTO;249;100152;413938;10005;10007;9994;9988;10020;10;9986;16
9434;2018;12;24;ZARAGOZA/AEROPUERTO;249;100152;413938;9996;9991;9975;9970;9996;0;9966;15
9434;2018;12;25;ZARAGOZA/AEROPUERTO;249;100152;413938;9988;9994;9990;9997;10003;99;9981;4
9434;2018;12;26;ZARAGOZA/AEROPUERTO;249;100152;413938;10000;10002;9992;9991;10011;10;9987;99
9434;2018;12;27;ZARAGOZA/AEROPUERTO;249;100152;413938;9987;9986;9975;9972;9994;10;9971;16
9434;2018;12;28;ZARAGOZA/AEROPUERTO;249;100152;413938;9979;9985;9975;9983;9996;10;9973;14
9434;2018;12;29;ZARAGOZA/AEROPUERTO;249;100152;413938;9989;9993;9987;9994;10008;24;9982;5
9434;2018;12;30;ZARAGOZA/AEROPUERTO;249;100152;413938;10006;10019;9999;9997;10029;10;9992;16
9434;2018;12;31;ZARAGOZA/AEROPUERTO;249;100152;413938;10009;10016;9998;9994;10024;9;9988;99
