INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2018;11;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;96;96;97;98;97;97;96;97;94;89;80;70;62;61;57;55;62;67;74;81;80;84;83;87;98;240;55;9999
9434;2018;11;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;89;89;90;93;94;96;97;97;94;95;92;83;80;73;67;61;62;60;64;65;68;68;69;70;97;630;59;1620
9434;2018;11;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;69;68;69;71;72;74;74;71;64;57;49;46;44;43;42;42;56;71;74;72;75;79;85;86;2340;39;1540
9434;2018;11;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;86;88;87;86;90;92;91;91;92;82;75;71;59;52;45;45;50;56;65;65;70;74;79;81;94;730;42;1420
9434;2018;11;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;89;87;87;87;88;83;79;79;85;91;89;94;95;95;90;94;95;79;78;80;87;77;75;99;1440;71;2320
9434;2018;11;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;75;76;73;78;73;72;71;66;65;62;59;53;47;43;45;51;56;63;67;65;63;68;71;81;140;42;1430
9434;2018;11;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;77;80;79;75;78;72;71;71;74;73;70;71;67;67;61;61;55;69;66;58;67;71;77;79;80;9999;52;1550
9434;2018;11;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;85;86;87;89;91;91;93;94;89;82;73;68;66;65;69;72;77;81;84;88;91;92;93;94;9999;62;1310
9434;2018;11;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;94;75;79;80;81;86;88;81;84;69;64;57;52;50;50;48;48;52;54;53;56;58;62;64;94;0;46;1530
9434;2018;11;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;59;61;64;69;74;77;78;76;84;80;66;59;64;67;58;57;61;78;70;69;67;81;80;84;900;54;1520
9434;2018;11;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;78;83;86;87;87;85;87;87;85;80;78;67;63;57;51;54;60;67;68;72;75;75;79;84;89;2359;43;1350
