INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2019;2;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;60;48;37;35;32;24;22;34;48;59;64;73;94;109;122;133;139;131;114;97;85;72;60;50;49;30;85;79;-2;1600;9999
9434;2019;2;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;45;41;37;32;26;22;22;32;50;55;72;78;106;126;135;144;146;139;118;102;86;75;67;58;32;26;96;78;-6;1550;510
9434;2019;2;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;49;45;53;45;32;22;17;15;30;67;86;109;129;146;161;172;175;164;142;114;96;88;75;64;37;9;104;94;-10;1540;710
9434;2019;2;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;53;46;40;33;28;27;21;22;36;51;102;122;148;166;184;201;206;200;154;128;132;105;92;79;36;17;103;86;-6;1550;630
9434;2019;2;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;73;61;57;46;42;39;26;24;45;115;125;147;179;200;216;228;228;202;182;163;146;131;119;112;43;11;105;101;-5;1530;650
9434;2019;2;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;99;89;87;81;82;63;57;49;66;85;112;128;142;157;166;175;177;172;153;121;106;91;81;71;56;31;104;99;12;1600;700
9434;2019;2;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;56;49;40;36;36;27;26;44;71;96;120;145;163;180;188;190;184;161;134;113;103;91;77;44;20;103;104;-2;1550;630
9434;2019;2;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;67;58;53;40;36;34;30;53;83;111;137;162;183;198;209;213;206;175;147;125;108;93;78;49;21;119;102;0;1600;700
9434;2019;2;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;68;65;57;48;42;37;34;30;49;73;100;134;173;204;230;241;249;242;210;155;144;137;132;127;39;16;125;120;-5;1630;630
9434;2019;2;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;132;125;121;121;119;116;112;112;119;128;144;157;167;177;187;191;184;173;154;142;126;117;106;102;81;80;114;99;84;1440;2350
