INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2019;7;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;243;233;216;202;201;193;199;203;212;199;212;222;256;275;292;303;312;307;298;270;249;235;222;214;189;189;221;207;189;1620;450
9434;2019;7;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;210;207;204;199;195;190;192;203;219;229;245;256;267;282;293;302;314;315;309;294;273;255;236;227;171;159;180;181;191;1650;510
9434;2019;7;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;211;208;200;197;195;188;197;205;214;239;257;279;304;325;340;343;352;348;339;319;302;284;269;257;151;150;189;228;189;1610;500
9434;2019;7;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;246;238;231;225;221;219;228;241;258;274;294;314;340;355;370;377;379;370;352;329;306;289;265;247;199;204;221;229;214;1530;430
9434;2019;7;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;237;232;226;221;218;214;221;230;247;265;285;300;327;347;358;371;376;375;357;335;316;300;287;273;194;190;225;218;220;1630;450
9434;2019;7;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;264;251;247;239;234;224;231;256;272;295;317;332;358;376;389;398;399;392;378;352;328;308;294;281;182;191;212;222;206;1600;520
9434;2019;7;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;265;256;243;235;229;224;236;263;284;312;331;354;376;393;390;404;406;400;383;377;362;332;312;332;176;178;214;211;206;1550;440
9434;2019;7;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;320;294;278;264;251;234;241;262;275;306;331;352;371;380;397;406;400;373;383;359;338;325;311;298;195;182;215;222;224;1510;500
9434;2019;7;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;283;269;260;250;243;235;240;256;272;295;318;342;365;380;383;329;364;374;347;332;328;326;292;273;199;205;220;199;232;1340;500
9434;2019;7;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;268;263;253;248;238;237;236;238;237;250;263;277;289;304;303;311;290;272;265;245;234;221;213;207;203;197;213;200;212;1430;2350
9434;2019;7;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;204;203;203;202;202;200;200;196;206;206;218;243;238;236;242;237;235;216;219;212;199;196;189;183;169;165;175;164;184;1420;2359
9434;2019;7;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;179;178;176;171;170;169;172;188;201;214;227;241;256;261;267;276;275;277;273;263;245;230;228;205;140;142;170;171;170;1630;9999
9434;2019;7;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;200;191;176;177;167;158;173;196;220;243;275;298;320;338;350;357;357;355;350;325;264;233;219;209;141;144;188;198;146;1520;500
9434;2019;7;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;202;194;190;187;185;183;188;197;205;219;230;247;258;278;278;277;277;272;261;239;221;208;195;186;156;146;170;165;188;1542;9999
9434;2019;7;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;181;176;174;168;164;162;169;175;184;199;223;252;265;279;301;312;316;318;316;298;281;273;258;247;135;131;172;203;168;1620;9999
