INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;5;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9853;9852;9851;9845;9885;22;9843;17
9434;2020;5;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9882;9893;9879;9872;9900;9;9867;99
9434;2020;5;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9898;9896;9870;9841;9899;0;9840;18
9434;2020;5;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9853;9852;9819;9797;9855;1;9796;18
9434;2020;5;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9824;9851;9841;9833;9860;23;9824;0
9434;2020;5;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9858;9876;9868;9851;9881;24;9851;18
9434;2020;5;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9886;9865;9851;9889;8;9844;17
9434;2020;5;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9875;9875;9845;9816;9876;99;9815;17
9434;2020;5;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9834;9836;9789;9772;9842;5;9767;20
9434;2020;5;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9771;9740;9738;9739;9771;0;9729;17
9434;2020;5;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9747;9755;9759;9774;9811;23;9743;4
9434;2020;5;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9810;9817;9795;9769;9820;6;9755;99
9434;2020;5;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9755;9752;9753;9747;9761;21;9744;4
9434;2020;5;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9759;9751;9736;9765;9802;24;9734;13
9434;2020;5;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9802;9831;9845;9852;9881;23;9802;0
9434;2020;5;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9890;9874;9873;9906;24;9866;99
9434;2020;5;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9906;9920;9915;9897;9927;10;9896;99
9434;2020;5;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9922;9926;9908;9888;9928;99;9888;18
9434;2020;5;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9913;9902;9875;9859;9914;0;9858;17
9434;2020;5;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9876;9873;9856;9845;9878;99;9844;17
9434;2020;5;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9878;9903;9891;9876;9905;9;9876;18
9434;2020;5;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9904;9926;9920;9899;9935;10;9899;18
9434;2020;5;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9918;9956;9960;9964;9989;24;9918;0
9434;2020;5;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9989;9994;9970;9941;9996;99;9941;18
9434;2020;5;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9952;9958;9952;9940;9965;11;9939;18
9434;2020;5;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9962;9976;9957;9931;9976;99;9931;18
9434;2020;5;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9950;9961;9946;9931;9965;9;9930;17
9434;2020;5;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9955;9953;9917;9885;9957;99;9885;18
9434;2020;5;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9892;9879;9840;9814;9892;0;9813;18
9434;2020;5;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9854;9860;9828;9804;9860;99;9802;17
9434;2020;5;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;9831;9834;9803;9823;9853;22;9798;14
