INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;HU00;HU01;HU02;HU03;HU04;HU05;HU06;HU07;HU08;HU09;HU10;HU11;HU12;HU13;HU14;HU15;HU16;HU17;HU18;HU19;HU20;HU21;HU22;HU23;HUMAX;HHUMAX;HUMIN;HHUMIN
9434;2020;5;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;51;52;56;57;58;57;59;55;53;50;49;47;44;40;38;39;43;45;51;45;62;72;73;78;78;2330;36;1320
9434;2020;5;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;78;79;82;80;83;81;77;63;62;60;55;52;48;44;41;41;38;40;46;53;61;58;68;68;83;9999;37;1540
9434;2020;5;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;70;70;71;75;78;81;78;75;63;58;54;48;42;37;37;37;37;36;38;42;46;52;59;65;82;520;35;1350
9434;2020;5;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;71;71;76;81;83;85;82;70;63;57;54;48;43;39;38;37;37;39;48;51;55;59;63;64;85;500;37;1530
9434;2020;5;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;71;76;81;79;80;81;54;51;45;40;36;36;30;25;30;28;26;26;32;37;48;56;56;82;530;24;1620
9434;2020;5;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;55;48;46;45;47;52;54;46;41;37;38;35;30;23;23;21;20;24;26;35;41;42;48;50;57;2350;18;1510
9434;2020;5;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;54;66;71;73;75;73;68;59;53;52;42;39;36;35;34;39;41;39;43;46;50;51;52;76;530;34;1450
9434;2020;5;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;58;63;66;69;73;71;66;61;57;46;42;33;32;27;27;29;29;31;38;43;51;55;54;73;500;25;1450
9434;2020;5;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;56;61;64;70;69;82;83;83;74;70;60;50;49;53;42;48;48;57;64;66;79;79;79;82;86;550;40;1340
9434;2020;5;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;84;84;94;94;93;94;69;65;69;79;70;66;81;84;85;77;78;93;94;90;89;88;87;94;9999;64;730
9434;2020;5;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;84;84;81;82;81;81;79;68;68;62;55;46;48;41;40;38;38;51;63;71;73;71;77;75;85;540;35;1520
9434;2020;5;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;80;80;80;82;85;87;81;82;69;64;62;55;57;58;69;67;68;70;79;82;87;91;92;91;94;2210;55;1100
9434;2020;5;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;92;95;95;92;91;94;89;82;75;67;54;52;53;47;47;57;;52;47;58;70;75;78;79;96;150;46;1320
9434;2020;5;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;83;85;86;86;86;86;85;85;82;76;75;73;66;63;64;82;90;92;95;92;93;93;93;94;95;1800;62;1330
9434;2020;5;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;94;95;94;93;93;93;91;89;91;87;86;79;73;69;64;62;62;64;65;69;72;79;85;78;96;40;60;1530
9434;2020;5;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;73;71;71;73;72;76;78;82;90;73;70;64;60;54;53;51;50;49;52;54;58;62;64;64;92;740;49;1700
9434;2020;5;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;65;64;64;63;65;65;59;56;51;49;48;41;41;38;35;34;33;38;44;52;60;60;60;67;520;33;1650
9434;2020;5;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;60;60;65;67;68;70;66;59;55;49;46;41;38;35;30;30;34;38;41;48;54;57;58;58;70;430;30;1430
9434;2020;5;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;59;60;63;67;67;60;59;53;49;45;41;38;34;31;32;33;34;36;45;54;57;58;59;69;430;28;1630
9434;2020;5;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;61;61;65;66;71;61;55;52;47;43;37;34;31;30;29;27;26;24;37;46;43;50;53;74;510;19;1730
9434;2020;5;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;59;52;55;60;55;56;51;53;49;45;44;42;37;36;33;26;24;23;26;35;47;47;54;59;64;2359;22;1710
9434;2020;5;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;64;68;72;74;72;79;72;65;60;53;49;41;40;39;30;29;26;25;29;29;38;43;51;56;79;500;25;1700
9434;2020;5;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;58;60;69;73;73;73;71;67;64;58;54;49;48;45;43;42;43;46;47;51;57;60;60;60;73;9999;41;1420
9434;2020;5;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;60;59;61;63;65;65;65;61;60;56;52;49;47;47;45;41;41;40;42;43;54;62;64;61;66;510;39;1650
9434;2020;5;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;61;61;62;64;65;65;66;83;84;86;81;84;74;73;86;72;69;73;73;78;80;81;71;66;89;1350;60;10
9434;2020;5;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;63;81;87;87;87;89;85;77;69;63;59;57;55;47;48;44;42;40;40;43;63;64;66;67;89;450;39;1810
9434;2020;5;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;65;68;69;67;67;70;74;63;60;58;53;53;45;36;33;39;38;38;37;37;43;48;49;52;77;540;32;1510
9434;2020;5;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;60;65;67;69;75;70;62;59;53;47;38;36;30;31;27;18;20;19;25;36;41;53;62;76;510;15;1620
9434;2020;5;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;70;74;77;82;81;83;78;70;61;51;50;41;38;30;26;24;17;21;25;29;35;43;53;59;83;450;17;1600
9434;2020;5;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;62;73;76;76;79;80;65;61;61;60;54;48;43;38;34;32;31;32;32;44;50;61;67;70;80;9999;30;1510
9434;2020;5;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;74;77;79;82;83;83;76;70;63;58;52;48;41;40;36;36;48;84;84;89;88;86;89;87;91;2220;36;1430
