INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;PRES00;PRES07;PRES13;PRES18;PRESMAX;HPRESMAX;PRESMIN;HPRESMIN
9434;2020;10;1;ZARAGOZA/AEROPUERTO;249;0100152;413938;9810;9806;9789;9764;9813;8;9712;24
9434;2020;10;2;ZARAGOZA/AEROPUERTO;249;0100152;413938;9712;9605;9660;9672;9712;0;9605;7
9434;2020;10;3;ZARAGOZA/AEROPUERTO;249;0100152;413938;9691;9722;9749;9762;9783;22;9690;0
9434;2020;10;4;ZARAGOZA/AEROPUERTO;249;0100152;413938;9778;9755;9760;9795;9820;24;9753;8
9434;2020;10;5;ZARAGOZA/AEROPUERTO;249;0100152;413938;9818;9856;9868;9881;9893;99;9818;0
9434;2020;10;6;ZARAGOZA/AEROPUERTO;249;0100152;413938;9893;9907;9898;9898;9914;9;9888;4
9434;2020;10;7;ZARAGOZA/AEROPUERTO;249;0100152;413938;9908;9922;9926;9932;9944;23;9907;0
9434;2020;10;8;ZARAGOZA/AEROPUERTO;249;0100152;413938;9943;9941;9924;9913;9950;8;9904;17
9434;2020;10;9;ZARAGOZA/AEROPUERTO;249;0100152;413938;9918;9922;9914;9911;9932;9;9902;99
9434;2020;10;10;ZARAGOZA/AEROPUERTO;249;0100152;413938;9930;9940;9933;9936;9954;23;9929;15
9434;2020;10;11;ZARAGOZA/AEROPUERTO;249;0100152;413938;9952;9947;9939;9942;9960;9;9932;99
9434;2020;10;12;ZARAGOZA/AEROPUERTO;249;0100152;413938;9942;9935;9917;9908;9942;0;9878;24
9434;2020;10;13;ZARAGOZA/AEROPUERTO;249;0100152;413938;9878;9868;9842;9839;9878;0;9833;99
9434;2020;10;14;ZARAGOZA/AEROPUERTO;249;0100152;413938;9833;9820;9819;9839;9855;22;9815;7
9434;2020;10;15;ZARAGOZA/AEROPUERTO;249;0100152;413938;9852;9862;9857;9873;9890;24;9852;0
9434;2020;10;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;9889;9885;9873;9876;9889;0;9868;99
9434;2020;10;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;9879;9878;9868;9876;9895;24;9862;15
9434;2020;10;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;9895;9913;9904;9898;9924;10;9892;17
9434;2020;10;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;9907;9901;9873;9855;9908;0;9851;17
9434;2020;10;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;9865;9838;9824;9775;9865;0;9766;23
9434;2020;10;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;9768;9792;9799;9814;9836;22;9768;0
9434;2020;10;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;9830;9834;9833;9835;9856;99;9825;14
9434;2020;10;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;9856;9876;9890;9908;9932;24;9856;0
9434;2020;10;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;9932;9934;9910;9896;9940;9;9885;24
9434;2020;10;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;9885;9859;9819;9793;9885;0;9788;20
9434;2020;10;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;9807;9837;9849;9870;9883;22;9807;0
9434;2020;10;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;9881;9879;9863;9868;9885;8;9855;15
9434;2020;10;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;9880;9895;9902;9913;9944;24;9878;1
9434;2020;10;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;9944;9964;9950;9948;9973;10;9944;99
9434;2020;10;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;9960;9969;9951;9946;9974;9;9939;16
9434;2020;10;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;9953;9955;9935;9930;9964;9;9919;15
